shape,width_mm,depth_mm,height_mm,standoff_mm,total_depth_mm,length_mm,shadow_x_mm,shadow_y_mm,source_height_mm,declared_cut_mm,blur_mm,visible_artwork_percent,score
Cylinder,100,100,30,10,40,300,-75.0,0,34,0.4163,0.8105,88.11,0.06608407079646017
Rectangle,60,80,44,10,54,300,0,0,48,0.6907,0.9965,82.37,0.06605418824615002
Cylinder,100,100,60,20,80,600,0,0,74,0.9494,1.1959,87.98,0.06598451327433628
Cylinder,80,80,60,10,70,450,0,-112.5,64,0.4135,1.7145,81.96,0.06586204171934261
Rectangle,80,80,60,10,70,450,0,-112.5,64,0.4073,1.7145,81.96,0.06586204171934261
Cylinder,100,100,36,20,56,450,0,0,50,0.8553,0.8469,81.92,0.06582648546144122
Rectangle,80,80,44,30,74,450,0,112.5,68,0.4319,1.7145,86.28,0.06558688112891653
Rectangle,80,80,36,10,46,300,0,0,40,0.7904,0.6816,80.06,0.06526548672566372
Rectangle,100,80,44,0,44,300,0,0,38,0.7528,0.6816,85.18,0.06493007124930253
Cylinder,80,80,30,20,50,300,-75.0,0,44,0.4265,1.0764,86.21,0.0646570796460177
Cylinder,100,100,36,10,46,300,-75.0,0,40,0.4897,0.8105,99.0,0.06456329357445172
Rectangle,80,100,44,20,64,450,0,0,58,0.7654,1.1224,81.83,0.06432714915913042
Cylinder,100,100,60,10,70,450,-112.5,0,64,0.5224,1.3157,100.0,0.0642857142857143
Cylinder,60,60,22,20,42,300,0,0,36,0.5389,0.9965,53.97,0.06424708526478438
Cylinder,100,100,44,20,64,450,0,112.5,58,0.4734,1.3157,91.05,0.06401756084070796
Cylinder,80,80,44,30,74,450,0,0,68,0.9209,1.1224,84.22,0.06401728055489118
Rectangle,80,80,30,20,50,300,-75.0,0,44,0.4196,1.0764,85.35,0.06401548672566372
Rectangle,80,100,60,30,90,600,0,0,84,0.8276,1.5632,85.63,0.06382797776481701
Rectangle,100,80,60,30,90,600,0,0,84,0.8276,1.5632,85.63,0.06382797776481701
Cylinder,100,100,30,30,60,450,-112.5,0,54,0.4407,1.3157,85.07,0.06380530973451327
Rectangle,100,80,22,30,52,600,0,0,46,0.4629,1.5632,49.1,0.06334130613594963
Cylinder,60,60,36,30,66,300,0,75.0,60,0.4285,1.5322,83.48,0.06324304996871369
Rectangle,100,80,26,20,46,450,0,0,40,0.535,1.1224,57.82,0.06323624330366855
Cylinder,100,100,44,30,74,600,150.0,0,68,0.4163,1.8209,77.61,0.06292752929921072
Rectangle,80,100,60,20,80,450,-112.5,0,74,0.4686,1.7145,100.0,0.06288941186718158
Rectangle,100,80,60,20,80,450,-112.5,0,74,0.4686,1.7145,100.0,0.06288941186718158
Rectangle,80,80,44,30,74,450,0,0,68,0.8889,1.1224,82.48,0.06269433149964124
Rectangle,80,100,44,0,44,300,0,0,38,0.7528,0.6816,82.11,0.06259146435408955
Cylinder,80,80,60,0,60,300,-75.0,0,54,0.5234,1.0764,100.0,0.0625
Cylinder,80,80,60,30,90,450,-112.5,0,84,0.5428,1.7145,100.0,0.0625
Rectangle,80,80,60,0,60,300,-75.0,0,54,0.5109,1.0764,100.0,0.0625
Rectangle,80,80,60,30,90,450,-112.5,0,84,0.5288,1.7145,100.0,0.0625
Cylinder,100,100,44,0,44,300,0,75.0,38,0.4652,0.8105,91.49,0.0623793242156074
Cylinder,80,80,60,20,80,450,0,112.5,74,0.4781,1.7145,88.67,0.062347898230088496
Rectangle,80,80,60,20,80,450,0,112.5,74,0.4686,1.7145,88.67,0.062347898230088496
Rectangle,80,80,22,20,42,450,0,0,36,0.4826,1.1224,46.55,0.062341972187104924
Cylinder,80,80,44,10,54,300,0,75.0,48,0.4652,1.0764,89.34,0.06203908554572271
Cylinder,100,100,60,30,90,600,0,150.0,84,0.5142,1.8209,92.46,0.06164208456243855
Cylinder,80,80,26,30,56,450,0,0,50,0.6771,1.1224,61.22,0.06149751106194691
Cylinder,100,100,26,30,56,450,-112.5,0,50,0.4081,1.3157,76.49,0.0614649178255373
Rectangle,80,100,60,10,70,450,0,0,64,0.8399,1.1224,85.37,0.061357592227096
Rectangle,100,80,60,10,70,450,0,0,64,0.8399,1.1224,85.37,0.061357592227096
Rectangle,80,60,22,30,52,450,0,0,46,0.4515,1.5947,49.1,0.06132995594788963
Rectangle,80,80,36,20,56,300,-75.0,0,50,0.4746,1.0764,91.18,0.06105799620733249
Cylinder,100,100,44,30,74,450,-112.5,0,68,0.555,1.3157,100.0,0.06081081081081081
Rectangle,60,60,36,30,66,300,0,75.0,60,0.416,1.5322,80.03,0.06062840797354072
Rectangle,100,80,44,10,54,300,-75.0,0,48,0.4564,1.0764,97.17,0.06035404718030406
Cylinder,60,60,44,20,64,300,0,0,58,0.8682,0.9965,77.17,0.06028761061946903
Rectangle,60,60,44,20,64,300,0,0,58,0.8204,0.9965,77.17,0.06028761061946903
Cylinder,80,80,60,10,70,450,112.5,0,64,0.4135,1.7145,75.01,0.06027970922882428
Rectangle,80,80,60,10,70,450,112.5,0,64,0.4073,1.7145,75.01,0.06027970922882428
Rectangle,80,100,44,10,54,300,-75.0,0,48,0.4564,1.0764,96.8,0.060125016946620445
Cylinder,60,60,44,30,74,300,-75.0,0,68,0.4856,1.5322,88.94,0.0600932791198278
Rectangle,60,60,44,30,74,300,-75.0,0,68,0.4676,1.5322,88.94,0.0600932791198278
Cylinder,100,100,60,0,60,450,112.5,0,54,0.4407,1.3157,80.12,0.06008849557522124
Rectangle,80,80,30,30,60,450,0,0,54,0.715,1.1224,64.03,0.06002488938053098
Cylinder,100,100,26,20,46,450,0,0,40,0.6843,0.8469,61.22,0.05989322816467873
Cylinder,80,80,44,30,74,450,0,-112.5,68,0.4394,1.7145,78.58,0.059734513274336286
Cylinder,100,100,60,20,80,600,150.0,0,74,0.453,1.8209,79.34,0.05950221238938053
Cylinder,100,100,44,20,64,450,0,0,58,0.9922,0.8469,84.53,0.05943376659292035
Rectangle,80,80,44,10,54,300,0,75.0,48,0.4564,1.0764,85.4,0.05930432645034415
Rectangle,80,60,36,30,66,300,-75.0,0,60,0.416,1.5322,90.31,0.05925039719509383
Cylinder,100,100,60,10,70,450,0,112.5,64,0.5224,1.3157,92.09,0.059203539823008855
Rectangle,80,100,60,10,70,450,0,-112.5,64,0.4073,1.7145,81.96,0.058908800968550876
Rectangle,100,80,60,10,70,450,0,-112.5,64,0.4073,1.7145,81.96,0.058908800968550876
Rectangle,100,80,44,30,74,450,0,112.5,68,0.4319,1.7145,86.28,0.058662689854582194
Cylinder,80,80,44,20,64,300,-75.0,0,58,0.5621,1.0764,100.0,0.05859375
Rectangle,60,60,26,20,46,300,0,0,40,0.5824,0.9965,53.78,0.05845196870591253
Rectangle,60,80,60,0,60,300,0,0,54,0.7693,0.9965,80.77,0.05828853381420336
Rectangle,80,60,60,0,60,300,0,0,54,0.7693,0.9965,80.77,0.05828853381420336
Cylinder,100,100,36,20,56,450,0,-112.5,50,0.4081,1.3157,72.51,0.058264854614412144
Cylinder,80,80,60,20,80,450,0,0,74,1.0022,1.1224,82.55,0.058044109513274336
Rectangle,80,80,60,20,80,450,0,0,74,0.9613,1.1224,82.55,0.058044109513274336
Rectangle,60,80,36,30,66,300,-75.0,0,60,0.416,1.5322,88.2,0.05786662995699186
Cylinder,100,100,44,0,44,300,0,0,38,0.9751,0.498,84.84,0.0578439259855189
Rectangle,60,80,60,30,90,450,0,0,84,0.795,1.5947,80.04,0.057766960009072624
Rectangle,80,60,60,30,90,450,0,0,84,0.795,1.5947,80.04,0.057766960009072624
Rectangle,60,80,60,10,70,300,-75.0,0,64,0.4419,1.5322,93.33,0.05773502691896257
Rectangle,80,60,60,10,70,300,-75.0,0,64,0.4419,1.5322,93.33,0.05773502691896257
Cylinder,80,80,44,10,54,300,0,0,48,0.9751,0.6816,83.05,0.057675762045231074
Rectangle,60,80,36,20,56,300,0,0,50,0.7172,0.9965,74.57,0.05766203699871103
Rectangle,80,60,44,20,64,300,0,75.0,58,0.4029,1.5322,84.72,0.057319896747531976
Cylinder,100,100,22,30,52,600,0,0,46,0.5902,1.1959,49.6,0.057232811436351255
Cylinder,100,100,60,30,90,600,0,0,84,1.0777,1.1959,85.63,0.057089478859390363
Rectangle,80,80,44,30,74,450,0,-112.5,68,0.4319,1.7145,75.07,0.05706619229849318
Rectangle,80,100,36,30,66,450,0,0,60,0.7904,1.1224,74.57,0.056846136837484594
Rectangle,80,80,44,10,54,300,0,0,48,0.9374,0.6816,81.62,0.05668223533267781
Cylinder,100,100,36,30,66,450,0,112.5,60,0.4897,1.3157,82.65,0.05635559131134352
Rectangle,60,80,44,20,64,300,0,75.0,58,0.4029,1.5322,83.16,0.05626211313763671
Cylinder,100,100,60,20,80,450,-112.5,0,74,0.604,1.3157,100.0,0.05625
Rectangle,80,100,44,30,74,450,0,112.5,68,0.4319,1.7145,82.63,0.056175792917157165
Rectangle,80,80,26,10,36,300,0,0,30,0.5999,0.6816,53.78,0.05601647000983284
Rectangle,80,100,60,0,60,300,-75.0,0,54,0.5109,1.0764,100.0,0.05590169943749474
Rectangle,80,100,60,30,90,450,-112.5,0,84,0.5288,1.7145,100.0,0.05590169943749474
Rectangle,100,80,60,0,60,300,-75.0,0,54,0.5109,1.0764,100.0,0.05590169943749474
Rectangle,100,80,60,30,90,450,-112.5,0,84,0.5288,1.7145,100.0,0.05590169943749474
Cylinder,100,100,44,20,64,450,0,-112.5,58,0.4734,1.3157,79.42,0.05584554756637168
Rectangle,80,80,44,20,64,300,-75.0,0,58,0.5467,1.0764,95.19,0.055776410398230086
Rectangle,80,100,60,20,80,450,0,112.5,74,0.4686,1.7145,88.67,0.05576565547868668
Rectangle,100,80,60,20,80,450,0,112.5,74,0.4686,1.7145,88.67,0.05576565547868668
Rectangle,100,80,22,20,42,450,0,0,36,0.4826,1.1224,46.55,0.05576035506470714
Cylinder,100,100,44,10,54,300,-75.0,0,48,0.5877,0.8105,100.0,0.05555555555555555
Cylinder,80,80,44,30,74,450,112.5,0,68,0.4394,1.7145,73.07,0.05554143745515427
Cylinder,100,100,36,20,56,450,112.5,0,50,0.4081,1.3157,68.97,0.055420353982300885
Cylinder,80,80,36,20,56,300,0,75.0,50,0.4846,1.0764,82.65,0.0553492414664981
Cylinder,100,100,60,30,90,600,0,-150.0,84,0.5142,1.8209,83.01,0.05533923303834808
Cylinder,60,60,36,30,66,300,0,0,60,0.8981,0.9965,72.8,0.05515330294091356
Rectangle,100,80,44,30,74,450,0,0,68,0.8889,1.1224,81.02,0.05508276160191795
Rectangle,80,80,44,30,74,450,112.5,0,68,0.4319,1.7145,72.42,0.05504813441760345
Rectangle,60,80,30,20,50,300,0,0,44,0.637,0.9965,63.53,0.05501432764158668
Cylinder,100,100,60,10,70,450,0,0,64,1.0948,0.8469,85.37,0.05487989886219975
Cylinder,100,100,44,0,44,300,0,-75.0,38,0.4652,0.8105,80.41,0.05482703137570393
Cylinder,60,60,60,10,70,300,0,75.0,64,0.4571,1.5322,76.64,0.05474083438685208
Rectangle,60,60,60,10,70,300,0,75.0,64,0.4419,1.5322,76.64,0.05474083438685208
Rectangle,80,100,30,20,50,300,-75.0,0,44,0.4196,1.0764,81.3,0.05453631279636654
Rectangle,80,100,36,10,46,300,0,0,40,0.7904,0.6816,74.57,0.05437456567063744
Cylinder,80,80,60,0,60,300,0,75.0,54,0.5234,1.0764,86.46,0.054037610619469024
Rectangle,80,80,60,0,60,300,0,75.0,54,0.5109,1.0764,86.46,0.054037610619469024
Rectangle,80,100,60,10,70,450,112.5,0,64,0.4073,1.7145,75.01,0.053915810999829
Rectangle,100,80,60,10,70,450,112.5,0,64,0.4073,1.7145,75.01,0.053915810999829
Cylinder,100,100,36,10,46,300,0,75.0,40,0.4897,0.8105,82.65,0.05390534821085032
Rectangle,80,100,44,30,74,450,0,0,68,0.8889,1.1224,78.73,0.05352845101602731
Cylinder,60,60,30,30,60,300,0,0,54,0.8083,0.9965,64.22,0.05351524090462143
Cylinder,80,80,60,30,90,450,0,112.5,84,0.5428,1.7145,85.58,0.05348451327433628
Rectangle,80,80,60,30,90,450,0,112.5,84,0.5288,1.7145,85.58,0.05348451327433628
Cylinder,100,100,44,30,74,450,0,112.5,68,0.555,1.3157,87.29,0.05307940684046878
Rectangle,100,80,44,10,54,300,0,75.0,48,0.4564,1.0764,85.4,0.05304340212112333
Rectangle,80,100,30,10,40,300,0,0,34,0.6769,0.6816,63.02,0.0528468941806228
Cylinder,60,60,60,20,80,300,-75.0,0,74,0.5285,1.5322,84.34,0.052710176991150444
Rectangle,60,60,60,20,80,300,-75.0,0,74,0.5055,1.5322,84.34,0.052710176991150444
Cylinder,100,100,60,10,70,450,0,-112.5,64,0.5224,1.3157,81.96,0.05268963337547409
Cylinder,80,80,44,10,54,300,0,-75.0,48,0.4652,1.0764,75.8,0.05263643067846608
Rectangle,100,80,36,20,56,300,-75.0,0,50,0.4746,1.0764,87.67,0.0525094344905924
Cylinder,100,100,30,10,40,300,0,75.0,34,0.4163,0.8105,69.96,0.05246681415929203
Cylinder,80,80,60,20,80,450,0,-112.5,74,0.4781,1.7145,74.47,0.0523610342920354
Rectangle,80,80,60,20,80,450,0,-112.5,74,0.4686,1.7145,74.47,0.0523610342920354
Rectangle,60,80,44,30,74,300,-75.0,0,68,0.4676,1.5322,88.94,0.05204230631447984
Rectangle,80,60,44,30,74,300,-75.0,0,68,0.4676,1.5322,88.82,0.05197326179532298
Rectangle,80,100,60,20,80,450,0,0,74,0.9613,1.1224,82.55,0.05191622982604946
Rectangle,100,80,60,20,80,450,0,0,74,0.9613,1.1224,82.55,0.05191622982604946
Cylinder,100,100,44,20,64,450,112.5,0,58,0.4734,1.3157,73.61,0.05175954092920354
Rectangle,60,80,44,20,64,300,0,0,58,0.8204,0.9965,76.02,0.051432233258492305
Rectangle,80,100,36,20,56,300,-75.0,0,50,0.4746,1.0764,85.83,0.051405181578189296
Rectangle,80,60,30,20,50,300,0,0,44,0.637,0.9965,59.06,0.05114403712024914
Rectangle,80,60,44,20,64,300,0,0,58,0.8204,0.9965,75.5,0.051082965085413684
Rectangle,80,60,36,20,56,300,0,0,50,0.7172,0.9965,65.58,0.0507051852247368
Rectangle,80,80,44,10,54,300,0,-75.0,48,0.4564,1.0764,72.95,0.050659619796787944
Cylinder,100,100,44,0,44,300,75.0,0,38,0.4652,0.8105,74.16,0.05056315366049879
Rectangle,80,100,44,10,54,300,0,75.0,48,0.4564,1.0764,81.31,0.05050574713190896
Cylinder,80,80,60,0,60,300,0,0,54,1.097,0.6816,80.77,0.050479351032448376
Rectangle,80,80,60,0,60,300,0,0,54,1.0441,0.6816,80.77,0.050479351032448376
Rectangle,100,80,30,20,50,300,-75.0,0,44,0.4196,1.0764,75.21,0.0504500469790771
Rectangle,60,60,36,30,66,300,0,0,60,0.8455,0.9965,66.55,0.05041566103513006
Cylinder,80,80,30,20,50,300,0,75.0,44,0.4265,1.0764,67.21,0.05040929203539823
Cylinder,100,100,60,30,90,600,150.0,0,84,0.5142,1.8209,75.5,0.050334316617502456
Cylinder,60,60,44,20,64,300,75.0,0,58,0.4142,1.5322,64.06,0.050043786873156346
Rectangle,60,60,44,20,64,300,75.0,0,58,0.4029,1.5322,64.06,0.050043786873156346
Cylinder,80,80,60,30,90,450,0,0,84,1.1376,1.1224,80.04,0.05002765486725664
Rectangle,80,80,60,30,90,450,0,0,84,1.0789,1.1224,80.04,0.05002765486725664
Cylinder,100,100,60,0,60,300,-75.0,0,54,0.6611,0.8105,100.0,0.05
Cylinder,100,100,60,30,90,450,-112.5,0,84,0.6856,1.3157,100.0,0.05
Cylinder,80,80,60,10,70,300,-75.0,0,64,0.6203,1.0764,93.33,0.049999999999999996
Rectangle,80,80,60,10,70,300,-75.0,0,64,0.5998,1.0764,93.33,0.049999999999999996
Cylinder,100,100,22,20,42,450,0,0,36,0.6158,0.8469,46.62,0.04995259165613148
Cylinder,100,100,60,20,80,450,0,112.5,74,0.604,1.3157,88.67,0.0498783185840708
Rectangle,60,80,36,30,66,300,0,75.0,60,0.416,1.5322,75.94,0.04982529726564399
Cylinder,80,80,44,20,64,300,0,75.0,58,0.5621,1.0764,84.72,0.04964048672566372
Cylinder,100,100,44,30,74,450,0,0,68,1.1633,0.8469,81.45,0.049527624970102845
Cylinder,80,80,44,10,54,300,75.0,0,48,0.4652,1.0764,71.06,0.04934857423795477
Cylinder,80,80,60,20,80,450,112.5,0,74,0.4781,1.7145,70.16,0.04933282632743363
Rectangle,80,80,60,20,80,450,112.5,0,74,0.4686,1.7145,70.16,0.04933282632743363
Rectangle,80,80,22,10,32,300,0,0,26,0.5219,0.6816,41.81,0.04900096792035398
Rectangle,80,60,26,20,46,300,0,0,40,0.5824,0.9965,52.05,0.04899646739058746
Rectangle,80,80,44,10,54,300,75.0,0,48,0.4564,1.0764,70.5,0.048959357587676174
Cylinder,100,100,30,30,60,450,0,112.5,54,0.4407,1.3157,65.18,0.048882743362831854
Rectangle,100,80,36,30,66,450,0,0,60,0.7904,1.1224,63.94,0.048739715820905014
Cylinder,80,80,22,30,52,450,0,0,46,0.623,1.1224,45.03,0.048709794077603806
Rectangle,100,80,26,10,36,300,0,0,30,0.5999,0.6816,52.05,0.048494861680166895
Rectangle,100,80,30,10,40,300,0,0,34,0.6769,0.6816,57.82,0.04848111986614589
Rectangle,100,80,44,10,54,300,0,0,48,0.9374,0.6816,77.89,0.04838034656332509
Rectangle,100,80,44,20,64,300,-75.0,0,58,0.5467,1.0764,92.23,0.04833425422879627
Rectangle,80,100,60,0,60,300,0,75.0,54,0.5109,1.0764,86.46,0.0483327082747189
Rectangle,100,80,60,0,60,300,0,75.0,54,0.5109,1.0764,86.46,0.0483327082747189
Cylinder,100,100,60,10,70,450,112.5,0,64,0.5224,1.3157,75.01,0.048223767383059425
Cylinder,100,100,36,30,66,450,0,0,60,1.0264,0.8469,70.66,0.04817980691874497
Cylinder,80,80,36,30,66,300,-75.0,0,60,0.5815,1.0764,84.66,0.04810270850093859
Rectangle,80,100,44,10,54,300,0,0,48,0.9374,0.6816,77.37,0.048059704236168045
Cylinder,60,60,44,30,74,300,0,75.0,68,0.4856,1.5322,70.96,0.047945068962768074
Rectangle,60,60,44,30,74,300,0,75.0,68,0.4676,1.5322,70.96,0.047945068962768074
Rectangle,80,80,44,20,64,300,0,75.0,58,0.5467,1.0764,81.68,0.0478602046460177
Rectangle,80,100,60,30,90,450,0,112.5,84,0.5288,1.7145,85.58,0.04783800296996231
Rectangle,100,80,60,30,90,450,0,112.5,84,0.5288,1.7145,85.58,0.04783800296996231
Cylinder,60,60,26,30,56,300,0,0,50,0.7484,0.9965,53.55,0.04781658238516646
Rectangle,80,80,36,30,66,300,-75.0,0,60,0.5645,1.0764,84.06,0.04775911772593189
Cylinder,100,100,44,10,54,300,0,75.0,48,0.5877,0.8105,85.86,0.047697476237299245
Rectangle,80,100,44,20,64,300,-75.0,0,58,0.5467,1.0764,90.88,0.04763084512359549
Rectangle,100,80,44,30,74,450,112.5,0,68,0.4319,1.7145,70.0,0.047591987358948214
Cylinder,60,60,36,30,66,300,75.0,0,60,0.4285,1.5322,62.79,0.04756637168141593
Rectangle,60,80,60,10,70,300,0,75.0,64,0.4419,1.5322,76.64,0.047406953203370655
Rectangle,80,60,60,10,70,300,0,75.0,64,0.4419,1.5322,76.64,0.047406953203370655
Cylinder,80,80,36,20,56,300,0,0,50,1.0157,0.6816,70.66,0.047319453223767384
Rectangle,60,60,36,30,66,300,75.0,0,60,0.416,1.5322,62.24,0.04715294538303388
Cylinder,60,60,60,10,70,300,0,0,64,0.958,0.9965,66.0,0.04714496418036241
Rectangle,60,60,60,10,70,300,0,0,64,0.8949,0.9965,66.0,0.04714496418036241
Cylinder,80,80,30,30,60,300,-75.0,0,54,0.5234,1.0764,75.34,0.047087020648967554
Rectangle,80,100,44,30,74,450,0,-112.5,68,0.4319,1.7145,69.06,0.04695020750412886
Rectangle,80,100,60,20,80,450,0,-112.5,74,0.4686,1.7145,74.47,0.04683313281967549
Rectangle,100,80,60,20,80,450,0,-112.5,74,0.4686,1.7145,74.47,0.04683313281967549
Rectangle,60,60,22,20,42,300,0,0,36,0.5268,0.9965,39.32,0.046811349908695045
Rectangle,100,80,36,10,46,300,0,0,40,0.7904,0.6816,63.94,0.04662059774173523
Rectangle,80,80,26,30,56,450,0,0,50,0.6641,1.1224,46.28,0.04648980720606827
Rectangle,80,100,44,30,74,450,112.5,0,68,0.4319,1.7145,68.35,0.04646887261301434
Cylinder,100,100,60,20,80,450,0,0,74,1.2659,0.8469,82.55,0.04643528761061947
Rectangle,100,80,30,30,60,450,0,0,54,0.715,1.1224,55.16,0.046254945994741226
Rectangle,80,80,30,30,60,300,-75.0,0,54,0.5109,1.0764,73.86,0.04616519174041298
Cylinder,100,100,36,10,46,300,0,0,40,1.0264,0.498,70.66,0.046085032704886494
Rectangle,80,100,22,30,52,600,0,0,46,0.4629,1.5632,35.71,0.046064674723681
Rectangle,80,80,36,20,56,300,0,75.0,50,0.4746,1.0764,68.72,0.04601572376738306
Cylinder,100,100,30,10,40,300,0,0,34,0.8724,0.498,61.24,0.04592920353982301
Rectangle,100,80,44,30,74,450,0,-112.5,68,0.4319,1.7145,67.36,0.04579700932750032
Rectangle,60,80,60,20,80,300,-75.0,0,74,0.5055,1.5322,84.34,0.045648352312310285
Rectangle,80,60,60,20,80,300,-75.0,0,74,0.5055,1.5322,84.34,0.045648352312310285
Cylinder,60,60,44,20,64,300,0,-75.0,58,0.4142,1.5322,58.32,0.04556139380530974
Rectangle,60,60,44,20,64,300,0,-75.0,58,0.4029,1.5322,58.32,0.04556139380530974
Rectangle,80,100,30,30,60,450,0,0,54,0.715,1.1224,54.22,0.045463417507130684
Cylinder,80,80,44,20,64,300,0,0,58,1.1782,0.6816,77.17,0.045215707964601774
Rectangle,80,100,60,0,60,300,0,0,54,1.0441,0.6816,80.77,0.045150104147451506
Rectangle,100,80,60,0,60,300,0,0,54,1.0441,0.6816,80.77,0.045150104147451506
Cylinder,80,80,44,30,74,300,-75.0,0,68,0.6591,1.0764,88.94,0.045069959339870846
Rectangle,80,80,44,30,74,300,-75.0,0,68,0.6346,1.0764,88.82,0.045010165032288926
Rectangle,80,100,60,30,90,450,0,0,84,1.0789,1.1224,80.04,0.044746094815233624
Rectangle,100,80,60,30,90,450,0,0,84,1.0789,1.1224,80.04,0.044746094815233624
Rectangle,80,100,60,10,70,300,-75.0,0,64,0.5998,1.0764,93.33,0.044721359549995794
Rectangle,100,80,60,10,70,300,-75.0,0,64,0.5998,1.0764,93.33,0.044721359549995794
Cylinder,100,100,26,10,36,300,0,0,30,0.7698,0.498,53.55,0.04462881022615537
Cylinder,100,100,44,10,54,300,0,0,48,1.2317,0.498,80.24,0.04457554900032776
Cylinder,80,80,26,30,56,300,-75.0,0,50,0.4846,1.0764,66.45,0.04449470606826802
Cylinder,100,100,30,20,50,300,-75.0,0,44,0.5387,0.8105,74.04,0.04442477876106195
Cylinder,80,80,30,20,50,300,0,0,44,0.8938,0.6816,59.2,0.04440265486725664
Cylinder,100,100,36,20,56,300,-75.0,0,50,0.6121,0.8105,82.74,0.044326801517067
Rectangle,80,100,60,20,80,450,112.5,0,74,0.4686,1.7145,70.16,0.044124621276133154
Rectangle,100,80,60,20,80,450,112.5,0,74,0.4686,1.7145,70.16,0.044124621276133154
Rectangle,100,80,22,10,32,300,0,0,26,0.5219,0.6816,41.81,0.0438277980932792
Cylinder,100,100,30,30,60,450,0,0,54,0.9238,0.8469,57.8,0.043351769911504426
Rectangle,60,80,44,20,64,300,75.0,0,58,0.4029,1.5322,64.06,0.043339190733727606
Cylinder,100,100,26,20,46,300,-75.0,0,40,0.4897,0.8105,66.45,0.043333974605617546
Cylinder,100,100,60,0,60,300,0,75.0,54,0.6611,0.8105,86.46,0.04323008849557522
Cylinder,60,60,60,30,90,300,-75.0,0,84,0.5999,1.5322,77.64,0.04313339888561128
Rectangle,60,60,60,30,90,300,-75.0,0,84,0.5669,1.5322,77.64,0.04313339888561128
Cylinder,60,60,36,30,66,300,0,-75.0,60,0.4285,1.5322,56.76,0.04299633503173326
Rectangle,80,60,44,20,64,300,75.0,0,58,0.4029,1.5322,63.44,0.042920068926033256
Cylinder,60,60,60,10,70,300,75.0,0,64,0.4571,1.5322,59.93,0.04280446691951117
Rectangle,60,60,60,10,70,300,75.0,0,64,0.4419,1.5322,59.93,0.04280446691951117
Cylinder,100,100,60,30,90,450,0,112.5,84,0.6856,1.3157,85.58,0.04278761061946903
Rectangle,80,80,44,20,64,300,0,0,58,1.1134,0.6816,72.71,0.04260577986725664
Cylinder,100,100,30,10,40,300,75.0,0,34,0.4163,0.8105,56.65,0.04248893805309734
Cylinder,100,100,44,30,74,450,0,-112.5,68,0.555,1.3157,69.85,0.04247787610619469
Rectangle,100,80,44,10,54,300,75.0,0,48,0.4564,1.0764,68.01,0.04224233630060443
Cylinder,100,100,36,30,66,450,112.5,0,60,0.4897,1.3157,61.89,0.04219629927594529
Cylinder,100,100,44,20,64,300,-75.0,0,58,0.7101,0.8105,89.94,0.042159845132743366
Cylinder,60,60,44,30,74,300,0,0,68,1.0179,0.9965,62.09,0.041955672486645945
Rectangle,60,60,44,30,74,300,0,0,68,0.9431,0.9965,62.09,0.041955672486645945
Cylinder,100,100,60,20,80,450,0,-112.5,74,0.604,1.3157,74.47,0.04188882743362832
Cylinder,100,100,26,30,56,450,0,112.5,50,0.4081,1.3157,52.05,0.04182601137800253
Cylinder,80,80,60,0,60,300,75.0,0,54,0.5234,1.0764,66.89,0.041804941002949854
Rectangle,80,80,60,0,60,300,75.0,0,54,0.5109,1.0764,66.89,0.041804941002949854
Rectangle,80,100,44,10,54,300,0,-75.0,48,0.4564,1.0764,67.11,0.04168350253041643
Rectangle,100,80,26,30,56,450,0,0,50,0.6641,1.1224,46.28,0.04158174766945129
Cylinder,80,80,36,20,56,300,75.0,0,50,0.4846,1.0764,61.89,0.04144279393173198
Cylinder,100,100,44,30,74,450,112.5,0,68,0.555,1.3157,68.07,0.04139260942358287
Cylinder,80,80,30,20,50,300,75.0,0,44,0.4265,1.0764,55.03,0.04127212389380531
Rectangle,80,100,44,10,54,300,75.0,0,48,0.4564,1.0764,66.15,0.04108802392283905
Cylinder,80,80,60,10,70,300,0,75.0,64,0.6203,1.0764,76.64,0.04105562579013906
Rectangle,80,80,60,10,70,300,0,75.0,64,0.5998,1.0764,76.64,0.04105562579013906
Rectangle,80,80,30,20,50,300,0,75.0,44,0.4196,1.0764,54.73,0.04105088495575221
Rectangle,60,80,44,30,74,300,0,75.0,68,0.4676,1.5322,70.15,0.0410469666387506
Cylinder,80,80,60,30,90,450,112.5,0,84,0.5428,1.7145,65.53,0.04095685840707965
Rectangle,80,80,60,30,90,450,112.5,0,84,0.5288,1.7145,65.53,0.04095685840707965
Rectangle,60,60,30,30,60,300,0,0,54,0.7693,0.9965,49.1,0.04091691248770894
Rectangle,80,100,36,30,66,300,-75.0,0,60,0.5645,1.0764,80.4,0.040858160851942056
Rectangle,60,80,60,10,70,300,0,0,64,0.8949,0.9965,66.0,0.040828736640701246
Rectangle,80,60,60,10,70,300,0,0,64,0.8949,0.9965,66.0,0.040828736640701246
Rectangle,80,100,44,20,64,300,0,75.0,58,0.5467,1.0764,77.73,0.040735889938550505
Rectangle,80,100,26,10,36,300,0,0,30,0.5999,0.6816,43.54,0.040565834990040434
Rectangle,80,60,22,20,42,300,0,0,36,0.5268,0.9965,39.32,0.040539818206372265
Cylinder,100,100,30,30,60,450,112.5,0,54,0.4407,1.3157,53.88,0.040409292035398225
Cylinder,100,100,60,0,60,300,0,0,54,1.3856,0.498,80.77,0.040383480825958704
