shape,width_mm,depth_mm,height_mm,standoff_mm,total_depth_mm,length_mm,shadow_x_mm,shadow_y_mm,source_height_mm,declared_cut_mm,blur_mm,visible_artwork_percent,score
Cylinder,100,100,36,10,46,300,75.0,0,40,0.4897,0.8105,61.89,0.04036167756829549
Rectangle,80,60,36,30,66,300,0,75.0,60,0.416,1.5322,61.21,0.04015827998687562
Cylinder,80,80,26,20,46,300,0,0,40,0.8126,0.6816,49.14,0.04006348595613698
Rectangle,60,60,36,30,66,300,0,-75.0,60,0.416,1.5322,52.86,0.040046482524358634
Cylinder,100,100,60,30,90,450,0,0,84,1.437,0.8469,80.04,0.040022123893805314
Cylinder,100,100,60,10,70,300,-75.0,0,64,0.7835,0.8105,93.33,0.04
Rectangle,80,80,36,20,56,300,75.0,0,50,0.4746,1.0764,59.54,0.03987239254108723
Cylinder,60,60,60,20,80,300,0,75.0,74,0.5285,1.5322,63.79,0.03986910029498525
Rectangle,60,60,60,20,80,300,0,75.0,74,0.5055,1.5322,63.79,0.03986910029498525
Rectangle,80,100,22,20,42,450,0,0,36,0.4826,1.1224,33.1,0.039647096566921045
Cylinder,80,80,60,0,60,300,0,-75.0,54,0.5234,1.0764,63.39,0.039620206489675514
Rectangle,80,80,60,0,60,300,0,-75.0,54,0.5109,1.0764,63.39,0.039620206489675514
Cylinder,80,80,60,20,80,300,-75.0,0,74,0.7172,1.0764,84.34,0.039532632743362835
Rectangle,80,80,60,20,80,300,-75.0,0,74,0.686,1.0764,84.34,0.039532632743362835
Rectangle,80,60,44,30,74,300,0,75.0,68,0.4676,1.5322,67.48,0.03948483439282674
Cylinder,100,100,60,20,80,450,112.5,0,74,0.604,1.3157,70.16,0.03946626106194691
Rectangle,80,60,44,20,64,300,0,-75.0,58,0.4029,1.5322,58.27,0.039427387195247014
Rectangle,60,80,22,30,52,450,0,0,46,0.4515,1.5947,31.56,0.03942508432817177
Rectangle,60,80,26,20,46,300,0,0,40,0.5824,0.9965,41.56,0.03912497736091682
Rectangle,80,80,30,20,50,300,75.0,0,44,0.4196,1.0764,52.11,0.03908185840707964
Cylinder,60,60,44,30,74,300,75.0,0,68,0.4856,1.5322,57.27,0.03869688272343139
Rectangle,60,60,44,30,74,300,75.0,0,68,0.4676,1.5322,57.27,0.03869688272343139
Rectangle,80,100,44,30,74,300,-75.0,0,68,0.6346,1.0764,85.03,0.038540217323266825
Rectangle,60,80,44,20,64,300,0,-75.0,58,0.4029,1.5322,56.89,0.03848935267326442
Rectangle,100,80,44,30,74,300,-75.0,0,68,0.6346,1.0764,84.81,0.038439939220951305
Rectangle,80,60,36,30,66,300,75.0,0,60,0.416,1.5322,58.1,0.03811649755862724
Cylinder,100,100,36,30,66,450,0,-112.5,60,0.4897,1.3157,55.68,0.03796259050683829
Cylinder,60,60,60,10,70,300,0,-75.0,64,0.4571,1.5322,53.14,0.037958280657395704
Rectangle,60,60,60,10,70,300,0,-75.0,64,0.4419,1.5322,53.14,0.037958280657395704
Rectangle,80,60,36,30,66,300,0,0,60,0.8455,0.9965,57.82,0.037932640373145164
Cylinder,100,100,22,10,32,300,0,0,26,0.6672,0.498,40.29,0.03777654867256637
Rectangle,80,100,36,20,56,300,0,75.0,50,0.4746,1.0764,62.92,0.03768594339449313
Rectangle,80,80,36,20,56,300,0,0,50,0.9733,0.6816,56.22,0.03765012642225031
Cylinder,80,80,44,20,64,300,75.0,0,58,0.5621,1.0764,64.06,0.037532840154867256
Rectangle,100,80,44,10,54,300,0,-75.0,48,0.4564,1.0764,60.34,0.03747850743998541
Rectangle,80,100,60,0,60,300,75.0,0,54,0.5109,1.0764,66.89,0.037391475951185645
Rectangle,100,80,60,0,60,300,75.0,0,54,0.5109,1.0764,66.89,0.037391475951185645
Rectangle,60,80,60,30,90,300,-75.0,0,84,0.5669,1.5322,77.64,0.03735461918650676
Rectangle,80,60,60,30,90,300,-75.0,0,84,0.5669,1.5322,77.64,0.03735461918650676
Cylinder,80,80,60,30,90,450,0,-112.5,84,0.5428,1.7145,59.75,0.037343289085545725
Rectangle,80,80,60,30,90,450,0,-112.5,84,0.5288,1.7145,59.75,0.037343289085545725
Cylinder,80,80,36,20,56,300,0,-75.0,50,0.4846,1.0764,55.68,0.037284687104930464
Rectangle,80,80,44,20,64,300,75.0,0,58,0.5467,1.0764,63.44,0.037169870022123894
Cylinder,100,100,26,30,56,450,0,0,50,0.8553,0.8469,46.19,0.03712073324905184
Rectangle,60,80,60,10,70,300,75.0,0,64,0.4419,1.5322,59.93,0.0370697557477473
Rectangle,80,60,60,10,70,300,75.0,0,64,0.4419,1.5322,59.93,0.0370697557477473
Rectangle,80,100,60,10,70,300,0,75.0,64,0.5998,1.0764,76.64,0.03672126805021778
Rectangle,100,80,60,10,70,300,0,75.0,64,0.5998,1.0764,76.64,0.03672126805021778
Rectangle,100,80,30,20,50,300,0,75.0,44,0.4196,1.0764,54.73,0.03671702771903415
Cylinder,100,100,44,10,54,300,75.0,0,48,0.5877,0.8105,65.94,0.036635529334644375
Rectangle,80,100,60,30,90,450,112.5,0,84,0.5288,1.7145,65.53,0.03663292781722554
Rectangle,100,80,60,30,90,450,112.5,0,84,0.5288,1.7145,65.53,0.03663292781722554
Cylinder,80,80,36,30,66,300,0,75.0,60,0.5815,1.0764,64.45,0.03662174845803165
Cylinder,100,100,30,10,40,300,0,-75.0,34,0.4163,0.8105,48.82,0.03661504424778761
Cylinder,100,100,36,10,46,300,0,-75.0,40,0.4897,0.8105,55.68,0.0363120430934975
Cylinder,80,80,44,30,74,300,0,75.0,68,0.6591,1.0764,70.96,0.03595880172207606
Rectangle,60,80,36,30,66,300,75.0,0,60,0.416,1.5322,54.71,0.03589085794489679
Rectangle,100,80,36,30,66,300,-75.0,0,60,0.5645,1.0764,70.58,0.03586613459485283
Rectangle,60,80,36,30,66,300,0,0,60,0.8455,0.9965,54.62,0.03583279778106034
Cylinder,100,100,26,30,56,450,112.5,0,50,0.4081,1.3157,44.51,0.03576959544879899
Cylinder,60,60,60,20,80,300,0,0,74,1.1077,0.9965,56.86,0.035536504424778764
Rectangle,60,60,60,20,80,300,0,0,74,1.0132,0.9965,56.86,0.035536504424778764
Rectangle,80,100,60,0,60,300,0,-75.0,54,0.5109,1.0764,63.39,0.03543738999739711
Rectangle,100,80,60,0,60,300,0,-75.0,54,0.5109,1.0764,63.39,0.03543738999739711
Rectangle,80,60,30,30,60,300,0,0,54,0.7693,0.9965,49.1,0.03543508565878068
Rectangle,80,100,60,20,80,300,-75.0,0,74,0.686,1.0764,84.34,0.03535906165747732
Rectangle,100,80,60,20,80,300,-75.0,0,74,0.686,1.0764,84.34,0.03535906165747732
Cylinder,80,80,60,10,70,300,0,0,64,1.3001,0.6816,66.0,0.03535872313527181
Rectangle,80,80,60,10,70,300,0,0,64,1.2145,0.6816,66.0,0.03535872313527181
Rectangle,60,80,44,30,74,300,0,0,68,0.9431,0.9965,60.29,0.03528174928915317
Rectangle,100,80,36,20,56,300,0,75.0,50,0.4746,1.0764,58.39,0.034973898241631114
Rectangle,60,60,26,30,56,300,0,0,50,0.7172,0.9965,38.83,0.03467393594605984
Cylinder,80,80,30,20,50,300,0,-75.0,44,0.4265,1.0764,46.14,0.034601769911504425
Rectangle,60,80,60,20,80,300,0,75.0,74,0.5055,1.5322,63.79,0.03452765368148688
Rectangle,80,60,60,20,80,300,0,75.0,74,0.5055,1.5322,63.79,0.03452765368148688
Rectangle,80,60,44,30,74,300,0,0,68,0.9431,0.9965,58.73,0.03436690941032483
Cylinder,80,80,44,20,64,300,0,-75.0,58,0.5621,1.0764,58.32,0.034171045353982306
Rectangle,80,80,22,30,52,450,0,0,46,0.6128,1.1224,31.56,0.0341431245745405
Cylinder,100,100,44,20,64,300,0,75.0,58,0.7101,0.8105,72.32,0.03389795353982301
Cylinder,60,60,44,30,74,300,0,-75.0,68,0.4856,1.5322,49.82,0.033664195168619945
Rectangle,60,60,44,30,74,300,0,-75.0,68,0.4676,1.5322,49.82,0.033664195168619945
Rectangle,80,100,44,20,64,300,0,0,58,1.1134,0.6816,64.19,0.03363996072344816
Rectangle,100,80,36,20,56,300,75.0,0,50,0.4746,1.0764,56.02,0.033551620490455916
Cylinder,100,100,44,10,54,300,0,-75.0,48,0.5877,0.8105,60.37,0.033538184201901015
Rectangle,60,80,44,30,74,300,75.0,0,68,0.4676,1.5322,57.27,0.03351248348575874
Cylinder,100,100,60,0,60,300,75.0,0,54,0.6611,0.8105,66.89,0.033443952802359886
Rectangle,80,100,60,30,90,450,0,-112.5,84,0.5288,1.7145,59.75,0.03340085315948248
Rectangle,100,80,60,30,90,450,0,-112.5,84,0.5288,1.7145,59.75,0.03340085315948248
Cylinder,100,100,30,30,60,450,0,-112.5,54,0.4407,1.3157,44.41,0.033307522123893804
Rectangle,80,80,30,20,50,300,0,0,44,0.8645,0.6816,44.34,0.03325221238938053
Cylinder,60,60,60,20,80,300,75.0,0,74,0.5285,1.5322,53.13,0.033204277286135696
Rectangle,60,60,60,20,80,300,75.0,0,74,0.5055,1.5322,53.13,0.033204277286135696
Cylinder,100,100,44,30,74,300,-75.0,0,68,0.8325,0.8105,81.52,0.03304831380052619
Rectangle,80,60,44,30,74,300,75.0,0,68,0.4676,1.5322,56.36,0.03297738846229311
Rectangle,100,80,44,20,64,300,0,75.0,58,0.5467,1.0764,62.88,0.03295201115902102
Cylinder,100,100,36,30,66,300,-75.0,0,60,0.7346,0.8105,72.33,0.032877447036739074
Rectangle,60,80,60,10,70,300,0,-75.0,64,0.4419,1.5322,53.14,0.03287283533328416
Rectangle,80,60,60,10,70,300,0,-75.0,64,0.4419,1.5322,53.14,0.03287283533328416
Cylinder,100,100,60,10,70,300,0,75.0,64,0.7835,0.8105,76.64,0.03284450063211125
Cylinder,100,100,60,30,90,450,112.5,0,84,0.6856,1.3157,65.53,0.03276548672566372
Cylinder,80,80,36,30,66,300,0,0,60,1.2189,0.6816,57.32,0.03256570126039153
Rectangle,100,80,30,20,50,300,75.0,0,44,0.4196,1.0764,48.38,0.03245266799203234
Rectangle,80,80,44,20,64,300,0,-75.0,58,0.5467,1.0764,55.24,0.03236483683628318
Cylinder,80,80,60,30,90,300,-75.0,0,84,0.8141,1.0764,77.64,0.032350049164208465
Rectangle,80,80,60,30,90,300,-75.0,0,84,0.7693,1.0764,77.64,0.032350049164208465
Cylinder,80,80,30,30,60,300,0,75.0,54,0.5234,1.0764,51.4,0.032125737463126844
Cylinder,80,80,60,10,70,300,75.0,0,64,0.6203,1.0764,59.93,0.032103350189633374
Rectangle,80,80,60,10,70,300,75.0,0,64,0.5998,1.0764,59.93,0.032103350189633374
Rectangle,60,80,36,30,66,300,0,-75.0,60,0.416,1.5322,48.81,0.03202018035580034
Cylinder,100,100,36,20,56,300,0,75.0,50,0.6121,0.8105,59.23,0.031731984829329964
Cylinder,100,100,60,0,60,300,0,-75.0,54,0.6611,0.8105,63.39,0.031696165191740414
Rectangle,100,80,44,20,64,300,75.0,0,58,0.5467,1.0764,60.43,0.03166886927480862
Rectangle,100,80,36,20,56,300,0,0,50,0.9733,0.6816,52.82,0.031634637434524125
Cylinder,100,100,60,20,80,300,-75.0,0,74,0.906,0.8105,84.34,0.031626106194690265
Rectangle,80,100,60,10,70,300,0,0,64,1.2145,0.6816,66.0,0.0316258034112249
Rectangle,100,80,60,10,70,300,0,0,64,1.2145,0.6816,66.0,0.0316258034112249
Rectangle,80,100,30,20,50,300,0,75.0,44,0.4196,1.0764,47.01,0.03153251612518508
Cylinder,80,80,44,30,74,300,0,0,68,1.3814,0.6816,62.09,0.03146675436498446
Rectangle,80,100,30,30,60,300,-75.0,0,54,0.5109,1.0764,55.94,0.03127362034902914
Rectangle,80,100,36,20,56,300,75.0,0,50,0.4746,1.0764,51.9,0.031086927989972184
Rectangle,100,80,44,20,64,300,0,0,58,1.1134,0.6816,59.06,0.0309500006288342
Rectangle,80,80,44,30,74,300,0,75.0,68,0.6346,1.0764,61.05,0.03093607988519493
Rectangle,60,80,60,20,80,300,0,0,74,1.0132,0.9965,56.86,0.03077551559355652
Rectangle,80,60,60,20,80,300,0,0,74,1.0132,0.9965,56.86,0.03077551559355652
Rectangle,80,80,36,30,66,300,0,75.0,60,0.5645,1.0764,53.94,0.030646621078037006
Rectangle,100,80,22,30,52,450,0,0,46,0.6128,1.1224,31.56,0.030538539005166458
Rectangle,80,100,44,20,64,300,75.0,0,58,0.5467,1.0764,58.23,0.03051713348717218
Cylinder,80,80,36,30,66,300,75.0,0,60,0.5815,1.0764,53.54,0.03042035398230089
Cylinder,100,100,30,20,50,300,0,75.0,44,0.5387,0.8105,50.6,0.030362831858407078
Rectangle,100,80,30,30,60,300,-75.0,0,54,0.5109,1.0764,53.98,0.030177023590152025
Rectangle,80,60,26,30,56,300,0,0,50,0.7172,0.9965,38.83,0.03002850937848223
Cylinder,80,80,60,20,80,300,0,75.0,74,0.7172,1.0764,63.79,0.029901825221238937
Rectangle,80,80,60,20,80,300,0,75.0,74,0.686,1.0764,63.79,0.029901825221238937
Rectangle,80,80,30,30,60,300,0,75.0,54,0.5109,1.0764,47.82,0.029885693215339234
Cylinder,100,100,60,30,90,450,0,-112.5,84,0.6856,1.3157,59.75,0.02987463126843658
Rectangle,100,80,30,20,50,300,0,0,44,0.8645,0.6816,44.34,0.029741682921966224
Cylinder,60,60,60,30,90,300,0,75.0,84,0.5999,1.5322,53.27,0.0295968534906588
Rectangle,60,60,60,30,90,300,0,75.0,84,0.5669,1.5322,53.27,0.0295968534906588
Cylinder,100,100,44,20,64,300,0,0,58,1.4883,0.498,63.07,0.029563053097345134
Rectangle,80,100,26,30,56,450,0,0,50,0.6641,1.1224,32.86,0.029523305866009392
Cylinder,80,80,26,30,56,300,0,75.0,50,0.4846,1.0764,43.73,0.02928452907711757
Cylinder,100,100,36,20,56,300,0,0,50,1.283,0.498,54.54,0.029219342604298357
Cylinder,80,80,44,30,74,300,75.0,0,68,0.6591,1.0764,57.27,0.029022662042573547
Rectangle,80,80,26,30,56,300,-75.0,0,50,0.4746,1.0764,43.33,0.029017857142857144
Rectangle,80,80,36,20,56,300,0,-75.0,50,0.4746,1.0764,43.26,0.028968473451327432
Rectangle,80,100,60,30,90,300,-75.0,0,84,0.7693,1.0764,77.64,0.02893476360265215
Rectangle,100,80,60,30,90,300,-75.0,0,84,0.7693,1.0764,77.64,0.02893476360265215
Rectangle,60,80,60,20,80,300,75.0,0,74,0.5055,1.5322,53.13,0.02875574764409613
Rectangle,80,60,60,20,80,300,75.0,0,74,0.5055,1.5322,53.13,0.02875574764409613
Rectangle,80,80,26,20,46,300,0,0,40,0.7904,0.6816,35.25,0.02873701423624471
Rectangle,80,80,36,30,66,300,75.0,0,60,0.5645,1.0764,50.56,0.02872754089568249
Rectangle,80,100,60,10,70,300,75.0,0,64,0.5998,1.0764,59.93,0.028714109331800394
Rectangle,100,80,60,10,70,300,75.0,0,64,0.5998,1.0764,59.93,0.028714109331800394
Rectangle,60,80,44,30,74,300,0,-75.0,68,0.4676,1.5322,49.04,0.02869662827456807
Rectangle,80,80,44,30,74,300,75.0,0,68,0.6346,1.0764,56.36,0.02855925615881368
Cylinder,100,100,26,20,46,300,0,75.0,40,0.4897,0.8105,43.73,0.028520584840323198
Cylinder,80,80,60,10,70,300,0,-75.0,64,0.6203,1.0764,53.14,0.028468710493046778
Rectangle,80,80,60,10,70,300,0,-75.0,64,0.5998,1.0764,53.14,0.028468710493046778
Cylinder,100,100,60,10,70,300,0,0,64,1.6423,0.498,66.0,0.028286978508217448
Rectangle,80,100,30,20,50,300,75.0,0,44,0.4196,1.0764,42.04,0.02819820237112566
Cylinder,80,80,30,30,60,300,0,0,54,1.097,0.6816,45.07,0.028171091445427728
Rectangle,80,100,22,10,32,300,0,0,26,0.5219,0.6816,26.81,0.028105445126483806
Cylinder,100,100,30,30,60,300,-75.0,0,54,0.6611,0.8105,56.08,0.028038348082595872
Rectangle,80,100,36,20,56,300,0,0,50,0.9733,0.6816,46.11,0.027615156833376824
Rectangle,80,60,44,30,74,300,0,-75.0,68,0.4676,1.5322,47.17,0.027600546532952987
Cylinder,100,100,36,20,56,300,75.0,0,50,0.6121,0.8105,51.37,0.02752054361567636
Rectangle,100,80,36,30,66,300,0,75.0,60,0.5645,1.0764,53.94,0.027411171204467455
Cylinder,100,100,26,30,56,450,0,-112.5,50,0.4081,1.3157,34.03,0.027342762326169407
Cylinder,80,80,30,30,60,300,75.0,0,54,0.5234,1.0764,43.55,0.02722160766961652
Cylinder,100,100,44,20,64,300,75.0,0,58,0.7101,0.8105,58.04,0.027205475663716814
Cylinder,60,60,60,20,80,300,0,-75.0,74,0.5285,1.5322,43.41,0.027129424778761062
Rectangle,60,60,60,20,80,300,0,-75.0,74,0.5055,1.5322,43.41,0.027129424778761062
Rectangle,80,100,44,20,64,300,0,-75.0,58,0.5467,1.0764,51.73,0.0271083047465838
Rectangle,80,80,26,30,56,300,0,75.0,50,0.4746,1.0764,40.38,0.027042509481668774
Rectangle,80,60,36,30,66,300,0,-75.0,60,0.416,1.5322,41.09,0.02695926940805674
Rectangle,80,100,60,20,80,300,0,75.0,74,0.686,1.0764,63.79,0.026745005538403182
Rectangle,100,80,60,20,80,300,0,75.0,74,0.686,1.0764,63.79,0.026745005538403182
Rectangle,100,80,30,30,60,300,0,75.0,54,0.5109,1.0764,47.82,0.026730576633681113
Cylinder,60,60,60,30,90,300,0,0,84,1.2573,0.9965,48.08,0.02671255326122583
Rectangle,60,60,60,30,90,300,0,0,84,1.1239,0.9965,48.08,0.02671255326122583
Cylinder,80,80,60,20,80,300,0,0,74,1.5033,0.6816,56.86,0.026652378318584073
Rectangle,80,80,60,20,80,300,0,0,74,1.3751,0.6816,56.86,0.026652378318584073
Rectangle,80,80,44,30,74,300,0,0,68,1.2799,0.6816,52.37,0.026541198277923943
Cylinder,100,100,30,20,50,300,0,0,44,1.129,0.498,43.63,0.026176991150442478
Rectangle,100,80,44,30,74,300,0,75.0,68,0.6346,1.0764,57.61,0.026112417842962744
Cylinder,100,100,60,30,90,300,-75.0,0,84,1.0284,0.8105,77.64,0.025880039331366764
Rectangle,100,80,26,20,46,300,0,0,40,0.7904,0.6816,35.25,0.025703166921048945
Cylinder,100,100,60,10,70,300,75.0,0,64,0.7835,0.8105,59.93,0.0256826801517067
Cylinder,60,60,60,30,90,300,75.0,0,84,0.5999,1.5322,46.15,0.025639134709931174
Rectangle,60,60,60,30,90,300,75.0,0,84,0.5669,1.5322,46.15,0.025639134709931174
Rectangle,60,80,60,30,90,300,0,75.0,84,0.5669,1.5322,53.27,0.02563162699499666
Rectangle,80,60,60,30,90,300,0,75.0,84,0.5669,1.5322,53.27,0.02563162699499666
Rectangle,80,80,30,20,50,300,0,-75.0,44,0.4196,1.0764,34.12,0.02558628318584071
Rectangle,80,100,60,10,70,300,0,-75.0,64,0.5998,1.0764,53.14,0.02546318875768566
Rectangle,100,80,60,10,70,300,0,-75.0,64,0.5998,1.0764,53.14,0.02546318875768566
Cylinder,100,100,30,20,50,300,75.0,0,44,0.5387,0.8105,42.37,0.025424778761061948
Cylinder,80,80,44,30,74,300,0,-75.0,68,0.6591,1.0764,49.82,0.025248146376464962
Rectangle,80,100,44,30,74,300,0,75.0,68,0.6346,1.0764,55.24,0.02503609954477611
Cylinder,80,80,36,30,66,300,0,-75.0,60,0.5815,1.0764,43.91,0.024948042370608745
Cylinder,80,80,60,20,80,300,75.0,0,74,0.7172,1.0764,53.13,0.02490320796460177
Rectangle,80,80,60,20,80,300,75.0,0,74,0.686,1.0764,53.13,0.02490320796460177
Rectangle,80,80,30,30,60,300,75.0,0,54,0.5109,1.0764,39.73,0.024834070796460175
Cylinder,60,60,22,30,52,300,0,0,46,0.6885,0.9965,25.44,0.024463921034717496
Rectangle,100,80,26,30,56,300,0,75.0,50,0.4746,1.0764,40.38,0.02418755579327759
Rectangle,80,80,36,30,66,300,0,0,60,1.1475,0.6816,42.36,0.024068114776079383
Rectangle,100,80,44,30,74,300,75.0,0,68,0.6346,1.0764,52.83,0.023946410832947403
Cylinder,100,100,60,20,80,300,0,75.0,74,0.906,0.8105,63.79,0.02392146017699115
Rectangle,80,100,60,20,80,300,0,0,74,1.3751,0.6816,56.86,0.023838611872958215
Rectangle,100,80,60,20,80,300,0,0,74,1.3751,0.6816,56.86,0.023838611872958215
Cylinder,100,100,44,20,64,300,0,-75.0,58,0.7101,0.8105,50.74,0.023783185840707967
Rectangle,100,80,36,30,66,300,75.0,0,60,0.5645,1.0764,46.74,0.023753350163236906
Rectangle,60,80,60,20,80,300,0,-75.0,74,0.5055,1.5322,43.41,0.023494771048466104
Rectangle,80,60,60,20,80,300,0,-75.0,74,0.5055,1.5322,43.41,0.023494771048466104
Cylinder,100,100,22,20,42,300,0,75.0,36,0.4407,0.8105,32.79,0.023419721871049307
Rectangle,100,80,44,30,74,300,0,0,68,1.2799,0.6816,51.53,0.02335811263269632
Rectangle,60,80,60,30,90,300,0,0,84,1.1239,0.9965,48.08,0.02313374972416642
Rectangle,80,60,60,30,90,300,0,0,84,1.1239,0.9965,48.08,0.02313374972416642
Rectangle,80,100,36,30,66,300,0,75.0,60,0.5645,1.0764,45.46,0.023101238625148676
Cylinder,100,100,44,30,74,300,0,75.0,68,0.8325,0.8105,56.47,0.022895240373116483
Rectangle,100,80,30,20,50,300,0,-75.0,44,0.4196,1.0764,34.12,0.02288506739803988
Rectangle,80,100,44,30,74,300,75.0,0,68,0.6346,1.0764,50.47,0.0228767777415818
Rectangle,60,80,30,30,60,300,0,0,54,0.7693,0.9965,31.56,0.02277893761183258
Cylinder,100,100,60,10,70,300,0,-75.0,64,0.7835,0.8105,53.14,0.022774968394437423
Cylinder,80,80,22,30,52,300,0,75.0,46,0.4458,1.0764,31.58,0.022772719537100066
Rectangle,100,80,36,20,56,300,0,-75.0,50,0.4746,1.0764,37.88,0.02268577183240937
Rectangle,80,100,36,20,56,300,0,-75.0,50,0.4746,1.0764,37.7,0.022579763552818672
Cylinder,100,100,36,30,66,300,0,75.0,60,0.7346,0.8105,49.37,0.0224389916867793
Rectangle,100,80,44,20,64,300,0,-75.0,58,0.5467,1.0764,42.64,0.022346766188301618
Rectangle,80,100,60,20,80,300,75.0,0,74,0.686,1.0764,53.13,0.022274106346665497
Rectangle,100,80,60,20,80,300,75.0,0,74,0.686,1.0764,53.13,0.022274106346665497
Rectangle,60,80,60,30,90,300,75.0,0,84,0.5669,1.5322,46.15,0.022204141989851756
Rectangle,80,60,60,30,90,300,75.0,0,84,0.5669,1.5322,46.15,0.022204141989851756
Cylinder,80,80,60,30,90,300,0,75.0,84,0.8141,1.0764,53.27,0.0221976401179941
Rectangle,80,80,60,30,90,300,0,75.0,84,0.7693,1.0764,53.27,0.0221976401179941
Cylinder,100,100,36,20,56,300,0,-75.0,50,0.6121,0.8105,40.96,0.021942161820480404
Rectangle,100,80,36,30,66,300,0,0,60,1.1475,0.6816,42.36,0.02152717629183225
Cylinder,100,100,44,30,74,300,0,0,68,1.7449,0.498,52.83,0.021418320975843102
Cylinder,100,100,60,20,80,300,0,0,74,1.8989,0.498,56.86,0.021321902654867258
Rectangle,80,100,30,30,60,300,0,75.0,54,0.5109,1.0764,37.83,0.021148651778344248
Rectangle,80,100,26,30,56,300,-75.0,0,50,0.4746,1.0764,35.12,0.021033809475454326
Cylinder,80,80,30,30,60,300,0,-75.0,54,0.5234,1.0764,33.54,0.020962389380530973
Cylinder,80,80,26,30,56,300,75.0,0,50,0.4846,1.0764,30.56,0.020464601769911505
Rectangle,80,80,44,30,74,300,0,-75.0,68,0.6346,1.0764,40.27,0.02040480746232959
Cylinder,80,80,60,20,80,300,0,-75.0,74,0.7172,1.0764,43.41,0.020347068584070795
Rectangle,80,80,60,20,80,300,0,-75.0,74,0.686,1.0764,43.41,0.020347068584070795
Cylinder,100,100,44,30,74,300,75.0,0,68,0.8325,0.8105,50.07,0.02030016742406123
Cylinder,100,100,30,30,60,300,0,75.0,54,0.6611,0.8105,40.59,0.020294985250737464
Rectangle,80,100,30,20,50,300,0,0,44,0.8645,0.6816,30.21,0.020263129282829948
Rectangle,80,100,36,30,66,300,75.0,0,60,0.5645,1.0764,39.68,0.020162988936291346
Cylinder,80,80,60,30,90,300,0,0,84,1.7064,0.6816,48.08,0.020034414945919374
Rectangle,80,80,60,30,90,300,0,0,84,1.5254,0.6816,48.08,0.020034414945919374
Cylinder,100,100,26,20,46,300,75.0,0,40,0.4897,0.8105,30.56,0.019930742593305118
Cylinder,100,100,60,20,80,300,75.0,0,74,0.906,0.8105,53.13,0.019922566371681417
Rectangle,80,100,60,30,90,300,0,75.0,84,0.7693,1.0764,53.27,0.019854172897564505
Rectangle,100,80,60,30,90,300,0,75.0,84,0.7693,1.0764,53.27,0.019854172897564505
Rectangle,100,80,30,30,60,300,75.0,0,54,0.5109,1.0764,35.38,0.019779967101851016
Rectangle,80,80,30,30,60,300,0,0,54,1.0441,0.6816,31.56,0.019727138643067847
Cylinder,100,100,30,20,50,300,0,-75.0,44,0.5387,0.8105,32.88,0.019725663716814158
Cylinder,80,80,22,20,42,300,0,0,36,0.7313,0.6816,21.81,0.01947692793931732
Cylinder,60,60,60,30,90,300,0,-75.0,84,0.5999,1.5322,34.97,0.01942805637495903
Rectangle,60,60,60,30,90,300,0,-75.0,84,0.5669,1.5322,34.97,0.01942805637495903
Rectangle,80,80,22,30,52,300,0,75.0,46,0.438,1.0764,26.73,0.019273315180394823
Cylinder,80,80,60,30,90,300,75.0,0,84,0.8141,1.0764,46.15,0.01922935103244838
Rectangle,80,80,60,30,90,300,75.0,0,84,0.7693,1.0764,46.15,0.01922935103244838
Rectangle,80,80,36,30,66,300,0,-75.0,60,0.5645,1.0764,33.44,0.018998055779029233
Rectangle,80,100,44,30,74,300,0,0,68,1.2799,0.6816,41.87,0.01897930216491839
Rectangle,80,100,30,20,50,300,0,-75.0,44,0.4196,1.0764,28.19,0.018907636747796892
Cylinder,100,100,36,30,66,300,0,0,60,1.5396,0.498,41.25,0.01875167605256101
Cylinder,80,80,26,30,56,300,0,-75.0,50,0.4846,1.0764,27.49,0.0184102402022756
Cylinder,100,100,36,30,66,300,75.0,0,60,0.7346,0.8105,40.24,0.018289085545722717
Rectangle,80,100,60,20,80,300,0,-75.0,74,0.686,1.0764,43.41,0.01819897139873308
Rectangle,100,80,60,20,80,300,0,-75.0,74,0.686,1.0764,43.41,0.01819897139873308
Rectangle,80,80,30,30,60,300,0,-75.0,54,0.5109,1.0764,28.7,0.017938790560471977
Cylinder,100,100,26,20,46,300,0,-75.0,40,0.4897,0.8105,27.49,0.017929973066564065
Rectangle,80,100,60,30,90,300,0,0,84,1.5254,0.6816,48.08,0.017919325483405395
Rectangle,100,80,60,30,90,300,0,0,84,1.5254,0.6816,48.08,0.017919325483405395
Cylinder,100,100,60,30,90,300,0,75.0,84,1.0284,0.8105,53.27,0.01775811209439528
Rectangle,100,80,30,30,60,300,0,0,54,1.0441,0.6816,31.56,0.017644489202985066
Cylinder,100,100,26,30,56,300,0,75.0,50,0.6121,0.8105,32.46,0.017390960809102404
Rectangle,100,80,22,30,52,300,0,75.0,46,0.438,1.0764,26.73,0.01723857715805658
Rectangle,80,100,60,30,90,300,75.0,0,84,0.7693,1.0764,46.15,0.017199254428704135
Rectangle,100,80,60,30,90,300,75.0,0,84,0.7693,1.0764,46.15,0.017199254428704135
Rectangle,100,80,36,30,66,300,0,-75.0,60,0.5645,1.0764,33.44,0.016992377664896835
Rectangle,100,80,44,30,74,300,0,-75.0,68,0.6346,1.0764,37.27,0.016893517636755468
Rectangle,60,80,60,30,90,300,0,-75.0,84,0.5669,1.5322,34.97,0.01682519036687073
