shape,width_mm,depth_mm,height_mm,standoff_mm,total_depth_mm,length_mm,shadow_x_mm,shadow_y_mm,source_height_mm,declared_cut_mm,blur_mm,visible_artwork_percent,score
Cylinder,100,100,60,10,70,600,0,150.0,64,0.455,1.6752,77.84,0.06672308733920108
Cylinder,80,80,30,30,60,450,-112.5,0,54,0.4053,1.5765,70.36,0.06596193720379147
Cylinder,100,100,36,0,36,300,0,-75.0,30,0.4266,0.7376,78.59,0.06549499736703529
Rectangle,80,60,30,20,50,450,0,0,44,0.5372,1.4074,50.39,0.06546495350882367
Cylinder,80,80,36,30,66,450,0,-112.5,60,0.4503,1.5765,76.72,0.06538466716932358
Rectangle,80,100,44,0,44,300,-75.0,0,38,0.4218,0.9843,85.6,0.06525578066069036
Cylinder,80,80,30,30,60,450,0,-112.5,54,0.4053,1.5765,69.59,0.0652399289099526
Rectangle,80,100,44,20,64,450,112.5,0,58,0.429,1.5765,82.82,0.06510618912197856
Cylinder,80,80,36,0,36,300,0,0,30,0.7598,0.5896,62.5,0.06510416666666667
Rectangle,60,60,36,20,56,300,75.0,0,50,0.4049,1.4073,72.89,0.06507771947641615
Cylinder,60,60,36,30,66,450,0,0,60,0.7465,1.4074,57.27,0.06507611661640098
Cylinder,80,80,60,10,70,450,0,-112.5,64,0.4803,1.5765,80.83,0.06494900981719702
Rectangle,80,80,60,10,70,450,0,-112.5,64,0.4719,1.5765,80.83,0.06494900981719702
Cylinder,80,80,36,10,46,300,-75.0,0,40,0.4503,0.9843,79.5,0.06481171440346177
Cylinder,60,60,26,10,36,300,0,0,30,0.5598,0.8716,46.56,0.06467219589257504
Rectangle,80,100,30,20,50,600,0,0,44,0.5513,1.3792,48.16,0.06461812555831738
Rectangle,100,80,44,20,64,450,0,-112.5,58,0.429,1.5765,82.01,0.06446971946198783
Rectangle,80,80,30,0,30,300,0,0,24,0.6002,0.5896,51.52,0.06440067140600315
Rectangle,80,80,44,30,74,600,0,0,68,0.8398,1.3792,63.53,0.06438532727039836
Cylinder,100,100,36,20,56,600,0,0,50,0.7998,1.0502,59.97,0.06425609343263372
Rectangle,60,80,26,30,56,600,0,0,50,0.4602,1.9432,41.53,0.06422264387831028
Cylinder,80,80,36,10,46,300,75.0,0,40,0.4503,0.9843,78.42,0.06392630846898827
Cylinder,60,60,30,30,60,450,0,0,54,0.6718,1.4074,51.09,0.0638576224328594
Cylinder,80,80,30,30,60,600,0,0,54,0.6838,1.3792,51.09,0.0638576224328594
Cylinder,100,100,60,0,60,450,0,-112.5,54,0.5119,1.2064,85.13,0.06384774881516588
Rectangle,80,100,44,0,44,300,75.0,0,38,0.4218,0.9843,83.65,0.06376551023729743
Rectangle,80,80,22,10,32,450,0,0,26,0.4361,0.9844,36.18,0.06359226895734597
Cylinder,100,100,44,20,64,600,0,0,58,0.9277,1.0502,67.75,0.06351821682464455
Rectangle,60,80,36,20,56,450,0,0,50,0.6072,1.4074,54.74,0.06348971784260918
Rectangle,100,80,36,10,46,450,0,0,40,0.6649,0.9844,58.04,0.0634768807877075
Cylinder,100,100,60,20,80,600,0,-150.0,74,0.5261,1.6752,84.5,0.06337381516587677
Rectangle,80,80,36,30,66,450,0,-112.5,60,0.4433,1.5765,74.33,0.06334823352003448
Cylinder,80,80,30,30,60,450,112.5,0,54,0.4053,1.5765,67.46,0.06324052132701422
Cylinder,80,80,44,30,74,450,-112.5,0,68,0.5103,1.5765,82.96,0.06305939381324453
Rectangle,100,80,44,20,64,450,112.5,0,58,0.429,1.5765,80.21,0.06305706728981328
Rectangle,100,80,30,10,40,450,0,0,34,0.5676,0.9844,50.1,0.063013601069131
Cylinder,100,100,60,30,90,800,0,0,84,1.0077,1.4669,70.85,0.06298051606108479
Rectangle,80,80,36,30,66,600,0,0,60,0.745,1.3792,55.41,0.0629667528364211
Rectangle,100,80,44,20,64,450,-112.5,0,58,0.429,1.5765,80.09,0.06296392538835123
Rectangle,100,80,44,0,44,300,0,-75.0,38,0.4218,0.9843,82.44,0.06284726280470178
Rectangle,80,80,30,30,60,450,0,-112.5,54,0.4002,1.5765,66.9,0.06272215639810427
Cylinder,80,80,44,30,74,450,112.5,0,68,0.5103,1.5765,82.31,0.06256404508774177
Cylinder,80,80,36,10,46,300,0,-75.0,40,0.4503,0.9843,76.72,0.06254185555326602
Cylinder,100,100,36,20,56,450,-112.5,0,50,0.474,1.2064,77.69,0.06242594786729858
Rectangle,80,80,36,30,66,450,-112.5,0,60,0.4433,1.5765,73.06,0.06227111158983198
Cylinder,100,100,26,30,56,800,0,0,50,0.5998,1.4669,43.58,0.062260212141728735
Cylinder,60,60,36,10,46,300,0,0,40,0.7465,0.8716,57.27,0.06224672024177485
Cylinder,100,100,30,20,50,450,-112.5,0,44,0.4171,1.2064,69.12,0.06220379146919431
Cylinder,60,60,60,0,60,300,-75.0,0,54,0.4479,1.4073,74.61,0.0621708794102159
Rectangle,60,60,60,0,60,300,-75.0,0,54,0.4355,1.4073,74.61,0.0621708794102159
Cylinder,100,100,30,20,50,450,0,-112.5,44,0.4171,1.2064,68.7,0.06183056872037914
Rectangle,100,80,44,0,44,300,-75.0,0,38,0.4218,0.9843,80.92,0.061688163586507284
Cylinder,80,80,44,20,64,450,0,112.5,58,0.4353,1.5765,70.14,0.06164840047393365
Rectangle,100,80,44,0,44,300,75.0,0,38,0.4218,0.9843,80.86,0.0616430038767075
Rectangle,100,80,26,20,46,600,0,0,40,0.5021,1.3792,42.24,0.06159784416690771
Rectangle,80,100,60,0,60,450,0,112.5,54,0.4002,1.5765,73.36,0.06151505136560811
Rectangle,100,80,60,0,60,450,0,112.5,54,0.4002,1.5765,73.36,0.06151505136560811
Rectangle,80,100,44,20,64,450,0,-112.5,58,0.429,1.5765,78.1,0.061396036713739915
Cylinder,100,100,36,20,56,450,112.5,0,50,0.474,1.2064,76.2,0.06123582430602573
Cylinder,60,60,60,0,60,300,0,-75.0,54,0.4479,1.4073,73.44,0.06119997367035282
Rectangle,60,60,60,0,60,300,0,-75.0,54,0.4355,1.4073,73.44,0.06119997367035282
Rectangle,80,100,60,10,70,450,-112.5,0,64,0.4719,1.5765,85.05,0.061129473462412785
Rectangle,100,80,60,10,70,450,-112.5,0,64,0.4719,1.5765,85.05,0.061129473462412785
Rectangle,80,100,60,10,70,450,112.5,0,64,0.4719,1.5765,84.95,0.06105850820415599
Rectangle,100,80,60,10,70,450,112.5,0,64,0.4719,1.5765,84.95,0.06105850820415599
Rectangle,60,60,36,30,66,450,0,0,60,0.7213,1.4074,53.65,0.060969589257503946
Cylinder,60,60,60,0,60,300,75.0,0,54,0.4479,1.4073,72.73,0.06060755660874144
Rectangle,60,60,60,0,60,300,75.0,0,54,0.4355,1.4073,72.73,0.06060755660874144
Rectangle,80,80,44,30,74,450,-112.5,0,68,0.5003,1.5765,79.72,0.06059766075317023
Rectangle,80,80,36,10,46,300,0,-75.0,40,0.4433,0.9843,74.33,0.06059396249742428
Rectangle,80,80,22,20,42,600,0,0,36,0.4526,1.3792,33.91,0.06054643421349583
Rectangle,60,60,22,20,42,450,0,0,36,0.4422,1.4074,33.91,0.06054643421349582
Cylinder,100,100,36,20,56,450,0,-112.5,50,0.474,1.2064,75.34,0.060537618483412325
Cylinder,80,80,44,0,44,300,0,75.0,38,0.4278,0.9843,70.93,0.06045346833261525
Cylinder,100,100,44,10,54,450,0,112.5,48,0.455,1.2064,72.22,0.06017969984202212
Cylinder,100,100,60,10,70,600,0,0,64,1.0237,1.0502,70.1,0.06008801624915369
Cylinder,80,80,44,30,74,450,0,-112.5,68,0.5103,1.5765,79.03,0.060072290892788524
Cylinder,60,60,60,30,90,600,0,0,84,0.7838,1.9432,53.99,0.05998771283131473
Rectangle,60,60,60,30,90,600,0,0,84,0.7548,1.9432,53.99,0.05998771283131473
Cylinder,100,100,30,20,50,600,0,0,44,0.7038,1.0502,49.94,0.05992890995260663
Cylinder,80,80,60,0,60,450,0,0,54,0.9117,0.9844,63.84,0.05985263625592417
Rectangle,80,80,60,0,60,450,0,0,54,0.8866,0.9844,63.84,0.05985263625592417
Rectangle,80,100,44,0,44,300,0,-75.0,38,0.4218,0.9843,78.52,0.059851668721316
Rectangle,80,80,36,30,66,450,112.5,0,60,0.4433,1.5765,70.1,0.05974660706591987
Rectangle,60,80,30,20,50,450,0,0,44,0.5372,1.4074,45.95,0.059693160977677386
Rectangle,80,80,44,30,74,450,0,-112.5,68,0.5003,1.5765,78.48,0.059651995004483156
Cylinder,100,100,30,20,50,450,112.5,0,44,0.4171,1.2064,66.25,0.059626777251184836
Rectangle,80,80,36,10,46,300,-75.0,0,40,0.4433,0.9843,73.06,0.05956367195549145
Rectangle,80,60,44,20,64,450,0,0,58,0.6987,1.4074,58.59,0.05946148763857999
Rectangle,80,80,44,30,74,450,112.5,0,68,0.5003,1.5765,78.0,0.0592917413859357
Rectangle,60,60,30,10,40,300,0,0,34,0.6188,0.8716,47.37,0.059217022116903634
Rectangle,60,80,44,20,64,450,0,0,58,0.6987,1.4074,58.23,0.05910075060538334
Rectangle,100,80,26,10,36,450,0,0,30,0.5021,0.9844,42.24,0.059031267326619896
Rectangle,80,60,26,20,46,450,0,0,40,0.49,1.4074,41.63,0.05877748142829167
Rectangle,80,60,44,0,44,300,0,0,38,0.6874,0.8716,59.7,0.05874790849042165
Rectangle,80,100,36,10,46,450,0,0,40,0.6649,0.9844,53.71,0.05874689205259081
Rectangle,100,80,22,30,52,800,0,0,46,0.434,1.9056,34.14,0.058727693721854664
Rectangle,80,80,44,20,64,450,0,112.5,58,0.429,1.5765,66.79,0.058697885811611374
Cylinder,100,100,44,20,64,450,-112.5,0,58,0.5498,1.2064,83.45,0.0586770586492891
Rectangle,100,80,44,10,54,450,0,0,48,0.7926,0.9844,62.91,0.05861730332012186
Rectangle,80,100,30,10,40,450,0,0,34,0.5676,0.9844,46.45,0.0584186005970028
Cylinder,100,100,44,20,64,450,112.5,0,58,0.5498,1.2064,82.96,0.058329939277251185
Rectangle,60,60,36,10,46,300,0,0,40,0.7213,0.8716,53.65,0.058318737550655954
Cylinder,80,80,60,20,80,600,0,0,74,0.9371,1.3792,62.14,0.058260515402843605
Rectangle,80,80,60,20,80,600,0,0,74,0.9098,1.3792,62.14,0.058260515402843605
Rectangle,60,80,44,0,44,300,0,0,38,0.6874,0.8716,59.16,0.05822320007849925
Rectangle,80,100,60,10,70,450,0,-112.5,64,0.4719,1.5765,80.83,0.05809216040902149
Rectangle,100,80,60,10,70,450,0,-112.5,64,0.4719,1.5765,80.83,0.05809216040902149
Rectangle,80,80,44,0,44,300,0,75.0,38,0.4218,0.9843,67.83,0.057811153597587255
Rectangle,80,100,26,20,46,600,0,0,40,0.5021,1.3792,39.61,0.05776777718504762
Rectangle,80,80,36,0,36,300,0,0,30,0.745,0.5896,55.41,0.057719523433386
Cylinder,100,100,44,0,44,300,-75.0,0,38,0.5403,0.7376,84.06,0.057316350710900466
Rectangle,80,60,36,20,56,300,0,-75.0,50,0.4049,1.4073,74.03,0.05724457724673924
Rectangle,80,80,36,10,46,300,75.0,0,40,0.4433,0.9843,70.1,0.05714892849783639
Cylinder,100,100,44,0,44,300,75.0,0,38,0.5403,0.7376,83.79,0.05712785437311503
Cylinder,100,100,60,30,90,600,-150.0,0,84,0.5972,1.6752,85.68,0.05712216956292786
Cylinder,100,100,60,30,90,600,150.0,0,84,0.5972,1.6752,85.58,0.05705634544497104
Rectangle,100,80,22,0,22,300,0,0,16,0.4029,0.5896,37.42,0.05705176671372928
Rectangle,80,80,30,30,60,450,-112.5,0,54,0.4002,1.5765,60.58,0.05679798578199052
Cylinder,60,60,60,10,70,450,0,0,64,0.7962,1.4074,52.84,0.05661814488828707
Rectangle,60,60,60,10,70,450,0,0,64,0.7658,1.4074,52.84,0.05661814488828707
Rectangle,80,60,22,30,52,600,0,0,46,0.4243,1.9432,33.93,0.05650108016244629
Rectangle,60,80,36,20,56,300,-75.0,0,50,0.4049,1.4073,72.95,0.05640476616416504
Cylinder,100,100,44,30,74,600,0,150.0,68,0.4835,1.6752,69.35,0.056231587037274246
Cylinder,80,80,36,20,56,450,0,0,50,0.8442,0.9844,55.85,0.05609449052132701
Cylinder,100,100,44,20,64,450,0,-112.5,58,0.5498,1.2064,79.48,0.05588621889810426
Rectangle,60,60,26,10,36,300,0,0,30,0.549,0.8716,40.23,0.055868220115850444
Rectangle,100,80,36,30,66,450,0,-112.5,60,0.4433,1.5765,73.2,0.05580234807593521
Cylinder,80,80,60,20,80,450,-112.5,0,74,0.5554,1.5765,79.19,0.05567794727488151
Rectangle,80,80,60,20,80,450,-112.5,0,74,0.5425,1.5765,79.19,0.05567794727488151
Cylinder,80,80,44,10,54,300,-75.0,0,48,0.5403,0.9843,80.17,0.05567623310514306
Rectangle,80,100,26,10,36,450,0,0,30,0.5021,0.9844,39.61,0.05536078646900398
Cylinder,60,60,44,20,64,300,-75.0,0,58,0.4811,1.4073,70.81,0.05532311413902054
Rectangle,60,60,44,20,64,300,-75.0,0,58,0.4659,1.4073,70.81,0.05532311413902054
Rectangle,80,100,44,10,54,450,0,0,48,0.7926,0.9844,59.22,0.05517680246611596
Rectangle,100,80,30,30,60,450,0,-112.5,54,0.4002,1.5765,65.8,0.0551731227860582
Cylinder,80,80,44,10,54,300,75.0,0,48,0.5403,0.9843,79.44,0.05516883886255924
Cylinder,100,100,36,30,66,600,0,150.0,60,0.4266,1.6752,60.53,0.055022978601177656
Cylinder,100,100,60,0,60,450,0,112.5,54,0.5119,1.2064,73.36,0.055020734597156395
Cylinder,80,80,60,20,80,450,112.5,0,74,0.5554,1.5765,77.98,0.054830976007109004
Rectangle,80,80,60,20,80,450,112.5,0,74,0.5425,1.5765,77.98,0.054830976007109004
Cylinder,100,100,60,10,70,450,-112.5,0,64,0.6067,1.2064,85.05,0.05467586323628978
Cylinder,100,100,36,10,46,450,0,0,40,0.8531,0.7376,55.85,0.05463115598598805
Cylinder,60,60,44,20,64,300,0,-75.0,58,0.4811,1.4073,69.91,0.054613447867298576
Rectangle,60,60,44,20,64,300,0,-75.0,58,0.4659,1.4073,69.91,0.054613447867298576
Cylinder,100,100,60,10,70,450,112.5,0,64,0.6067,1.2064,84.95,0.054612389979688564
Cylinder,100,100,44,0,44,300,0,-75.0,38,0.5403,0.7376,79.98,0.05452929771650151
Rectangle,100,80,26,0,26,300,0,0,20,0.5021,0.5896,42.24,0.05449040060918759
Rectangle,60,60,30,30,60,450,0,0,54,0.6533,1.4074,43.56,0.05445300157977883
Rectangle,80,80,30,30,60,600,0,0,54,0.673,1.3792,43.56,0.05445300157977883
Rectangle,100,80,44,30,74,600,0,0,68,0.8398,1.3792,59.74,0.05415096733649981
Cylinder,100,100,60,30,90,600,0,-150.0,84,0.5972,1.6752,81.14,0.05409426013691416
Cylinder,100,100,60,20,80,600,0,150.0,74,0.5261,1.6752,72.12,0.05408767772511849
Rectangle,60,80,60,0,60,300,-75.0,0,54,0.4355,1.4073,74.61,0.05384156094486586
Rectangle,80,60,60,0,60,300,-75.0,0,54,0.4355,1.4073,74.61,0.05384156094486586
Cylinder,60,60,30,30,60,300,0,-75.0,54,0.4479,1.4073,64.53,0.05377830437072143
Cylinder,80,80,60,20,80,450,0,-112.5,74,0.5554,1.5765,76.48,0.05377573311611374
Rectangle,80,80,60,20,80,450,0,-112.5,74,0.5425,1.5765,76.48,0.05377573311611374
Rectangle,80,100,36,30,66,450,-112.5,0,60,0.4433,1.5765,70.54,0.05377016113494486
Cylinder,80,80,44,10,54,300,0,-75.0,48,0.5403,0.9843,77.25,0.0536466561348078
Cylinder,100,100,30,10,40,450,0,0,34,0.7251,0.7376,47.67,0.05362855450236967
Rectangle,80,80,44,10,54,300,-75.0,0,48,0.5285,0.9843,77.13,0.05356437598736177
Rectangle,80,100,60,0,60,450,0,0,54,0.8866,0.9844,63.84,0.05353382532032598
Rectangle,100,80,60,0,60,450,0,0,54,0.8866,0.9844,63.84,0.05353382532032598
Rectangle,60,80,36,20,56,300,75.0,0,50,0.4049,1.4073,69.21,0.0535188698985919
Rectangle,80,100,44,30,74,450,-112.5,0,68,0.5003,1.5765,78.71,0.05351547664544336
Rectangle,100,80,36,10,46,300,0,-75.0,40,0.4433,0.9843,73.2,0.053376159029155414
Rectangle,80,80,44,10,54,300,0,-75.0,48,0.5285,0.9843,76.72,0.05327639547130069
Rectangle,100,80,22,10,32,450,0,0,26,0.4361,0.9844,33.83,0.053184025734835126
Rectangle,80,80,30,30,60,450,112.5,0,54,0.4002,1.5765,56.71,0.05316943127962086
Cylinder,60,60,44,20,64,300,75.0,0,58,0.4811,1.4073,67.93,0.05307069510268562
Rectangle,60,60,44,20,64,300,75.0,0,58,0.4659,1.4073,67.93,0.05307069510268562
Rectangle,60,80,60,0,60,300,0,-75.0,54,0.4355,1.4073,73.44,0.05300073190946431
Rectangle,80,60,60,0,60,300,0,-75.0,54,0.4355,1.4073,73.44,0.05300073190946431
Rectangle,100,80,44,30,74,450,0,-112.5,68,0.5003,1.5765,77.76,0.05287103538127344
Rectangle,60,80,60,0,60,300,75.0,0,54,0.4355,1.4073,72.73,0.05248768368447353
Rectangle,80,60,60,0,60,300,75.0,0,54,0.4355,1.4073,72.73,0.05248768368447353
Rectangle,60,80,26,20,46,450,0,0,40,0.49,1.4074,37.03,0.052280729448788844
Cylinder,60,60,22,10,32,300,0,0,26,0.4852,0.8716,33.45,0.05226846366508689
Cylinder,80,80,44,20,64,450,0,0,58,0.9793,0.9844,59.42,0.05222410952310426
Cylinder,80,80,60,10,70,450,0,112.5,64,0.4803,1.5765,64.85,0.052111543669600545
Rectangle,80,80,60,10,70,450,0,112.5,64,0.4719,1.5765,64.85,0.052111543669600545
Rectangle,80,100,60,20,80,600,0,0,74,0.9098,1.3792,62.14,0.052109789137972734
Rectangle,100,80,60,20,80,600,0,0,74,0.9098,1.3792,62.14,0.052109789137972734
Rectangle,80,80,44,10,54,300,75.0,0,48,0.5285,0.9843,74.96,0.052055906617517994
Cylinder,100,100,60,10,70,450,0,-112.5,64,0.6067,1.2064,80.83,0.05195920785375762
Cylinder,60,60,30,30,60,300,-75.0,0,54,0.4479,1.4073,62.34,0.05195168509741969
Rectangle,60,80,60,30,90,600,0,0,84,0.7548,1.9432,53.99,0.05195088322684428
Rectangle,80,60,60,30,90,600,0,0,84,0.7548,1.9432,53.99,0.05195088322684428
Cylinder,60,60,36,30,66,300,-75.0,0,60,0.4977,1.4073,68.52,0.0519112930250371
Cylinder,100,100,44,10,54,450,0,0,48,1.0237,0.7376,62.28,0.051902317008952085
Cylinder,60,60,36,30,66,300,0,-75.0,60,0.4977,1.4073,68.36,0.05179161281057015
Cylinder,60,60,26,30,56,450,0,0,50,0.622,1.4074,38.63,0.05173070412999324
Cylinder,80,80,26,30,56,600,0,0,50,0.6332,1.3792,38.63,0.05173070412999323
Cylinder,80,80,44,0,44,300,0,0,38,0.9624,0.5896,60.55,0.05160087246876347
Rectangle,80,100,36,10,46,300,-75.0,0,40,0.4433,0.9843,70.54,0.05143232804212117
Rectangle,60,80,36,20,56,300,0,-75.0,50,0.4049,1.4073,66.51,0.05142697683836163
Rectangle,100,80,22,20,42,600,0,0,36,0.4526,1.3792,32.15,0.051347306863146834
Rectangle,80,100,44,30,74,450,112.5,0,68,0.5003,1.5765,75.47,0.05131363565952948
Rectangle,60,60,30,30,60,300,0,-75.0,54,0.4355,1.4073,61.57,0.051309899947340705
Rectangle,100,80,30,0,30,300,0,0,24,0.6002,0.5896,45.77,0.05117699024333049
Rectangle,80,100,26,0,26,300,0,0,20,0.5021,0.5896,39.61,0.051102264432926744
Rectangle,60,60,36,30,66,300,0,-75.0,60,0.4809,1.4073,67.38,0.051043611470151753
Rectangle,100,80,36,30,66,600,0,0,60,0.745,1.3792,50.22,0.05104050756482448
Rectangle,80,100,44,30,74,600,0,0,68,0.8398,1.3792,55.96,0.05073184840715387
Rectangle,80,100,36,30,66,450,112.5,0,60,0.4433,1.5765,66.47,0.05066919439535957
Cylinder,80,80,30,20,50,450,0,0,44,0.7429,0.9844,45.02,0.050651658767772514
Rectangle,80,100,36,30,66,450,0,-112.5,60,0.4433,1.5765,66.27,0.05051866202936029
Cylinder,100,100,36,0,36,300,0,75.0,30,0.4266,0.7376,60.53,0.050437730384412856
Cylinder,100,100,26,20,46,600,0,0,40,0.6398,1.0502,38.63,0.05038120750051514
Rectangle,100,80,44,20,64,450,0,112.5,58,0.429,1.5765,64.08,0.05037424504072971
Rectangle,80,100,22,0,22,300,0,0,16,0.4029,0.5896,32.76,0.049946639038563
Rectangle,80,100,60,20,80,450,-112.5,0,74,0.5425,1.5765,79.19,0.04979986998171369
Rectangle,100,80,60,20,80,450,-112.5,0,74,0.5425,1.5765,79.19,0.04979986998171369
Cylinder,60,60,36,30,66,300,75.0,0,60,0.4977,1.4073,65.68,0.049757049164632104
Rectangle,100,80,44,0,44,300,0,75.0,38,0.4218,0.9843,65.15,0.04966062754316436
Rectangle,80,60,22,20,42,450,0,0,36,0.4422,1.4074,31.91,0.0493503530705418
Rectangle,80,100,44,30,74,450,0,-112.5,68,0.5003,1.5765,72.49,0.04928633084932829
Cylinder,60,60,44,30,74,450,0,0,68,0.846,1.4074,48.62,0.04927468938132445
Rectangle,60,60,44,30,74,450,0,0,68,0.8098,1.4074,48.62,0.04927468938132445
Rectangle,80,100,60,20,80,450,112.5,0,74,0.5425,1.5765,77.98,0.04904231584982229
Rectangle,100,80,60,20,80,450,112.5,0,74,0.5425,1.5765,77.98,0.04904231584982229
Rectangle,60,80,60,10,70,450,0,0,64,0.7658,1.4074,52.84,0.04903275178840465
Rectangle,80,60,60,10,70,450,0,0,64,0.7658,1.4074,52.84,0.04903275178840465
Rectangle,80,80,44,20,64,450,0,0,58,0.9483,0.9844,55.69,0.048943831457345974
Cylinder,60,60,36,20,56,300,0,75.0,50,0.4147,1.4073,54.78,0.048909670503272384
Rectangle,100,80,44,30,74,450,-112.5,0,68,0.5003,1.5765,71.84,0.04884327748021147
Cylinder,60,60,30,30,60,300,75.0,0,54,0.4479,1.4073,58.57,0.04880858346498157
Cylinder,60,60,26,30,56,300,0,-75.0,50,0.4147,1.4073,54.4,0.048574672760099295
Rectangle,80,100,30,0,30,300,0,0,24,0.6002,0.5896,43.42,0.04854969868208963
Rectangle,80,60,36,20,56,300,-75.0,0,50,0.4049,1.4073,62.74,0.0485105419879676
Rectangle,80,100,36,10,46,300,75.0,0,40,0.4433,0.9843,66.47,0.04846618594338741
Rectangle,80,100,22,30,52,800,0,0,46,0.434,1.9056,28.16,0.0484359116526112
Rectangle,80,80,44,0,44,300,0,0,38,0.9329,0.5896,56.77,0.04838633670831538
Rectangle,80,100,36,10,46,300,0,-75.0,40,0.4433,0.9843,66.27,0.04832219846286636
Cylinder,100,100,26,10,36,450,0,0,30,0.6398,0.7376,38.63,0.04828199052132701
Rectangle,60,60,36,30,66,300,-75.0,0,60,0.4809,1.4073,63.51,0.04811144621571162
Rectangle,80,80,36,20,56,450,0,0,50,0.8241,0.9844,47.89,0.04810082726811104
Rectangle,80,100,60,20,80,450,0,-112.5,74,0.5425,1.5765,76.48,0.048098477915006765
Rectangle,100,80,60,20,80,450,0,-112.5,74,0.5425,1.5765,76.48,0.048098477915006765
Cylinder,80,80,36,30,66,450,0,112.5,60,0.4503,1.5765,56.36,0.04803290607496769
Rectangle,80,100,30,30,60,450,-112.5,0,54,0.4002,1.5765,57.21,0.04797014907299238
Cylinder,100,100,60,0,60,450,0,0,54,1.1517,0.7376,63.84,0.04788210900473933
Rectangle,100,80,44,30,74,450,112.5,0,68,0.5003,1.5765,70.34,0.04782291214527577
Rectangle,60,80,44,20,64,300,-75.0,0,58,0.4659,1.4073,70.66,0.04780433721398476
Rectangle,80,100,36,30,66,600,0,0,60,0.745,1.3792,46.66,0.04742773078084162
Cylinder,100,100,44,30,74,600,0,0,68,1.0877,1.0502,58.39,0.04734533111310362
Rectangle,80,60,44,20,64,300,0,-75.0,58,0.4659,1.4073,69.77,0.04720310882532369
Rectangle,80,100,44,10,54,300,-75.0,0,48,0.5285,0.9843,75.79,0.047075373538946995
Rectangle,100,80,44,10,54,300,0,-75.0,48,0.5285,0.9843,75.75,0.047050842338561924
Rectangle,100,80,36,30,66,450,-112.5,0,60,0.4433,1.5765,61.65,0.046996204664977004
Rectangle,60,80,44,20,64,300,0,-75.0,58,0.4659,1.4073,69.21,0.04682901116126792
Rectangle,100,80,36,0,36,300,0,0,30,0.745,0.5896,50.22,0.04678713193442243
Cylinder,100,100,30,10,40,300,0,-75.0,34,0.4835,0.7376,62.32,0.046741706161137445
Rectangle,80,60,44,20,64,300,-75.0,0,58,0.4659,1.4073,69.06,0.04672212611439484
Cylinder,60,60,60,10,70,300,0,-75.0,64,0.5309,1.4073,65.4,0.04671631685849695
Rectangle,60,60,60,10,70,300,0,-75.0,64,0.5106,1.4073,65.4,0.04671631685849695
Rectangle,80,60,36,20,56,300,75.0,0,50,0.4049,1.4073,60.37,0.04667822689871481
Cylinder,80,80,60,0,60,300,-75.0,0,54,0.6079,0.9843,74.61,0.046628159557661926
Rectangle,80,80,60,0,60,300,-75.0,0,54,0.5911,0.9843,74.61,0.046628159557661926
Cylinder,80,80,44,30,74,450,0,112.5,68,0.5103,1.5765,61.33,0.04662282246701678
Rectangle,80,100,60,10,70,450,0,112.5,64,0.4719,1.5765,64.85,0.04660998162307026
Rectangle,100,80,60,10,70,450,0,112.5,64,0.4719,1.5765,64.85,0.04660998162307026
Cylinder,100,100,60,20,80,600,0,0,74,1.1837,1.0502,62.14,0.04660841232227488
Rectangle,60,60,22,10,32,300,0,0,26,0.4781,0.8716,29.8,0.04656027843601896
Cylinder,100,100,44,30,74,450,-112.5,0,68,0.6446,1.2064,76.42,0.04647271679262201
Rectangle,80,60,36,30,66,450,0,0,60,0.7213,1.4074,47.18,0.04642697763268849
Rectangle,80,100,44,20,64,450,0,112.5,58,0.429,1.5765,58.65,0.04610524122371872
Cylinder,100,100,36,30,66,450,-112.5,0,60,0.5688,1.2064,67.44,0.04597964239551917
Cylinder,100,100,36,30,66,450,0,-112.5,60,0.5688,1.2064,67.4,0.045952714347264105
Rectangle,80,100,30,30,60,450,0,-112.5,54,0.4002,1.5765,54.8,0.04595000472128196
Cylinder,80,80,36,10,46,300,0,75.0,40,0.4503,0.9843,56.36,0.04594451885431692
Cylinder,80,80,60,0,60,300,0,-75.0,54,0.6079,0.9843,73.44,0.045899980252764615
Rectangle,80,80,60,0,60,300,0,-75.0,54,0.5911,0.9843,73.44,0.045899980252764615
Cylinder,60,60,60,10,70,300,-75.0,0,64,0.5309,1.4073,64.16,0.04582769126607989
Rectangle,60,60,60,10,70,300,-75.0,0,64,0.5106,1.4073,64.16,0.04582769126607989
Rectangle,60,80,44,20,64,300,75.0,0,58,0.4659,1.4073,67.44,0.04562655438394577
Rectangle,80,100,44,0,44,300,0,75.0,38,0.4218,0.9843,59.7,0.04550593424158408
Cylinder,80,80,60,30,90,450,-112.5,0,84,0.6304,1.5765,72.81,0.0455050355450237
Rectangle,80,80,60,30,90,450,-112.5,0,84,0.6117,1.5765,72.81,0.0455050355450237
Cylinder,80,80,60,0,60,300,75.0,0,54,0.6079,0.9843,72.73,0.04545566745655608
Rectangle,80,80,60,0,60,300,75.0,0,54,0.5911,0.9843,72.73,0.04545566745655608
Rectangle,60,60,26,30,56,450,0,0,50,0.6072,1.4074,33.91,0.045409825660121875
Rectangle,80,80,26,30,56,600,0,0,50,0.6245,1.3792,33.91,0.04540982566012187
Cylinder,100,100,26,10,36,300,0,-75.0,30,0.4266,0.7376,54.4,0.04533636124275935
Cylinder,100,100,44,30,74,450,112.5,0,68,0.6446,1.2064,74.53,0.04531990521327014
