shape,width_mm,depth_mm,height_mm,standoff_mm,total_depth_mm,length_mm,shadow_x_mm,shadow_y_mm,source_height_mm,declared_cut_mm,blur_mm,visible_artwork_percent,score
Rectangle,60,60,36,30,66,300,75.0,0,60,0.4809,1.4073,59.77,0.04528400114893006
Cylinder,100,100,44,30,74,450,0,-112.5,68,0.6446,1.2064,74.47,0.045283879851415396
Cylinder,80,80,30,20,50,300,0,-75.0,44,0.4953,0.9843,60.37,0.045275473933649286
Cylinder,80,80,36,20,56,300,-75.0,0,50,0.5629,0.9843,67.44,0.04515857735274204
Cylinder,80,80,36,20,56,300,0,-75.0,50,0.5629,0.9843,67.4,0.045132130162491534
Rectangle,80,60,30,10,40,300,0,0,34,0.6188,0.8716,41.63,0.04506273576169028
Cylinder,80,80,60,30,90,600,0,0,84,1.0637,1.3792,53.99,0.04499078462348605
Rectangle,80,80,60,30,90,600,0,0,84,1.0243,1.3792,53.99,0.04499078462348605
Rectangle,100,80,36,10,46,300,-75.0,0,40,0.4433,0.9843,61.65,0.04495289141867365
Cylinder,80,80,60,30,90,450,0,-112.5,84,0.6304,1.5765,71.78,0.04486325039494471
Rectangle,80,80,60,30,90,450,0,-112.5,84,0.6117,1.5765,71.78,0.04486325039494471
Rectangle,80,100,44,10,54,300,75.0,0,48,0.5285,0.9843,72.16,0.04481850310352067
Cylinder,100,100,22,30,52,800,0,0,46,0.5518,1.4669,29.13,0.04481103414752704
Rectangle,80,60,44,20,64,300,75.0,0,58,0.4659,1.4073,66.11,0.04473139211638373
Rectangle,100,80,36,30,66,450,112.5,0,60,0.4433,1.5765,58.63,0.04469305946518793
Rectangle,80,100,30,30,60,450,112.5,0,54,0.4002,1.5765,53.16,0.044575644219708485
Cylinder,100,100,26,0,26,300,0,0,20,0.6398,0.4251,38.63,0.0445679912504557
Cylinder,100,100,60,20,80,450,-112.5,0,74,0.7015,1.2064,79.19,0.04454235781990521
Rectangle,60,60,36,20,56,300,0,75.0,50,0.4049,1.4073,49.84,0.0445018054615211
Rectangle,80,60,36,10,46,300,0,0,40,0.7213,0.8716,47.18,0.04440841338778899
Rectangle,60,80,22,30,52,600,0,0,46,0.4243,1.9432,26.66,0.04439840408574068
Cylinder,100,100,30,30,60,450,0,-112.5,54,0.5119,1.2064,58.98,0.04423874407582939
Cylinder,80,80,60,30,90,450,112.5,0,84,0.6304,1.5765,70.56,0.044098045023696686
Rectangle,80,80,60,30,90,450,112.5,0,84,0.6117,1.5765,70.56,0.044098045023696686
Cylinder,100,100,36,10,46,300,-75.0,0,40,0.5688,0.7376,67.44,0.043980527508757465
Cylinder,100,100,36,10,46,300,0,-75.0,40,0.5688,0.7376,67.4,0.04395477024520915
Cylinder,100,100,60,30,90,600,0,150.0,84,0.5972,1.6752,65.9,0.043931016324381254
Rectangle,100,80,30,30,60,600,0,0,54,0.673,1.3792,39.26,0.04389122372896506
Cylinder,100,100,60,20,80,450,112.5,0,74,0.7015,1.2064,77.98,0.043864780805687204
Cylinder,100,100,36,30,66,450,112.5,0,60,0.5688,1.2064,64.3,0.04383886255924171
Cylinder,100,100,22,0,22,300,0,0,16,0.5119,0.4251,32.13,0.043811934510986646
Cylinder,100,100,44,20,64,450,0,112.5,58,0.5498,1.2064,62.26,0.0437786952014218
Rectangle,80,60,26,10,36,300,0,0,30,0.549,0.8716,36.39,0.04377536475268564
Cylinder,100,100,30,10,40,300,-75.0,0,34,0.4835,0.7376,58.31,0.04373518957345972
Rectangle,80,100,22,10,32,450,0,0,26,0.4361,0.9844,27.78,0.04368355178570521
Rectangle,80,80,36,20,56,300,0,-75.0,50,0.5495,0.9843,65.15,0.043624640318212594
Rectangle,80,100,44,10,54,300,0,-75.0,48,0.5285,0.9843,70.08,0.04353061508330455
Rectangle,80,100,36,0,36,300,0,0,30,0.745,0.5896,46.66,0.04347541988243815
Rectangle,80,80,30,20,50,450,0,0,44,0.7291,0.9844,38.63,0.043453791469194314
Rectangle,60,80,36,30,66,450,0,0,60,0.7213,1.4074,44.14,0.04343419632024227
Cylinder,100,100,36,30,66,600,0,0,60,0.9597,1.0502,47.77,0.04342596581933075
Rectangle,80,60,36,30,66,300,0,-75.0,60,0.4809,1.4073,66.05,0.0433370280958122
Cylinder,60,60,60,10,70,300,75.0,0,64,0.5309,1.4073,60.66,0.043331076506431955
Rectangle,60,60,60,10,70,300,75.0,0,64,0.5106,1.4073,60.66,0.043331076506431955
Cylinder,100,100,30,0,30,300,0,0,24,0.7678,0.4251,43.33,0.04332543443917852
Rectangle,80,80,44,30,74,450,0,112.5,68,0.5003,1.5765,56.83,0.04320041309081593
Cylinder,100,100,44,0,44,300,0,75.0,38,0.5403,0.7376,63.31,0.04316566135286515
Cylinder,80,80,36,20,56,300,75.0,0,50,0.5629,0.9843,64.3,0.04305602572782668
Cylinder,100,100,60,20,80,450,0,-112.5,74,0.7015,1.2064,76.48,0.04302058649289099
Rectangle,60,60,26,30,56,300,0,-75.0,50,0.4049,1.4073,47.97,0.0428268167456556
Cylinder,100,100,36,20,56,450,0,112.5,50,0.474,1.2064,53.28,0.042812711577522006
Rectangle,100,80,36,10,46,300,75.0,0,40,0.4433,0.9843,58.63,0.0427498829667015
Cylinder,60,60,44,30,74,300,0,-75.0,68,0.564,1.4073,63.05,0.042603326074890056
Rectangle,60,60,44,30,74,300,0,-75.0,68,0.5399,1.4073,63.05,0.042603326074890056
Rectangle,100,80,44,10,54,300,-75.0,0,48,0.5285,0.9843,68.54,0.04257389826828687
Cylinder,80,80,60,10,70,450,0,0,64,1.0806,0.9844,52.84,0.0424636086662153
Rectangle,80,80,60,10,70,450,0,0,64,1.0394,0.9844,52.84,0.0424636086662153
Rectangle,80,60,30,30,60,450,0,0,54,0.6533,1.4074,38.94,0.04215546248674252
Rectangle,80,100,22,20,42,600,0,0,36,0.4526,1.3792,26.28,0.04197989277324842
Cylinder,100,100,36,10,46,300,75.0,0,40,0.5688,0.7376,64.3,0.041932825056665984
Rectangle,60,80,44,30,74,450,0,0,68,0.8098,1.4074,47.59,0.04177183183201968
Cylinder,60,60,26,30,56,300,-75.0,0,50,0.4147,1.4073,46.74,0.04173366621530128
Rectangle,80,100,60,0,60,300,-75.0,0,54,0.5911,0.9843,74.61,0.04170549377465543
Rectangle,100,80,60,0,60,300,-75.0,0,54,0.5911,0.9843,74.61,0.04170549377465543
Cylinder,100,100,60,10,70,450,0,112.5,64,0.6067,1.2064,64.85,0.04168923493568044
Rectangle,80,80,30,20,50,300,0,-75.0,44,0.4861,0.9843,55.53,0.04164691943127962
Rectangle,80,60,44,30,74,450,0,0,68,0.8098,1.4074,47.43,0.04163317014958974
Rectangle,60,60,30,30,60,300,-75.0,0,54,0.4355,1.4073,49.86,0.04155147446024223
Rectangle,60,80,36,10,46,300,0,0,40,0.7213,0.8716,44.14,0.041545753001970866
Cylinder,80,80,26,20,46,450,0,0,40,0.6754,0.9844,33.97,0.04153358747166701
Cylinder,80,80,44,20,64,300,-75.0,0,58,0.6529,0.9843,70.81,0.04149233560426541
Cylinder,80,80,30,20,50,300,-75.0,0,44,0.4953,0.9843,55.17,0.041380331753554496
Rectangle,100,80,44,10,54,300,75.0,0,48,0.5285,0.9843,66.15,0.04108976064499021
Rectangle,80,100,60,0,60,300,0,-75.0,54,0.5911,0.9843,73.44,0.04105419040443186
Rectangle,100,80,60,0,60,300,0,-75.0,54,0.5911,0.9843,73.44,0.04105419040443186
Rectangle,80,60,30,30,60,300,0,-75.0,54,0.4355,1.4073,56.85,0.04102960665967941
Cylinder,60,60,44,10,54,300,0,0,48,0.8957,0.8716,44.29,0.04101208238254052
Rectangle,60,60,44,10,54,300,0,0,48,0.8531,0.8716,44.29,0.04101208238254052
Cylinder,80,80,44,20,64,300,0,-75.0,58,0.6529,0.9843,69.91,0.04096008590047393
Cylinder,100,100,22,10,32,450,0,0,26,0.5545,0.7376,29.01,0.04079346860189574
Cylinder,80,80,30,30,60,450,0,112.5,54,0.4053,1.5765,43.5,0.04078421208530806
Cylinder,100,100,44,10,54,300,-75.0,0,48,0.6825,0.7376,73.4,0.0407780410742496
Cylinder,100,100,30,10,40,300,75.0,0,34,0.4835,0.7376,54.36,0.04077310426540284
Rectangle,80,100,60,30,90,450,-112.5,0,84,0.6117,1.5765,72.81,0.04070094111888687
Rectangle,100,80,60,30,90,450,-112.5,0,84,0.6117,1.5765,72.81,0.04070094111888687
Rectangle,80,100,60,0,60,300,75.0,0,54,0.5911,0.9843,72.73,0.04065678495819375
Rectangle,100,80,60,0,60,300,75.0,0,54,0.5911,0.9843,72.73,0.04065678495819375
Rectangle,60,80,60,10,70,300,0,-75.0,64,0.5106,1.4073,65.4,0.0404575171707016
Rectangle,80,60,60,10,70,300,0,-75.0,64,0.5106,1.4073,65.4,0.0404575171707016
Cylinder,60,60,60,0,60,300,0,75.0,54,0.4479,1.4073,48.54,0.04044892048446551
Rectangle,60,60,60,0,60,300,0,75.0,54,0.4355,1.4073,48.54,0.04044892048446551
Rectangle,80,80,36,30,66,450,0,112.5,60,0.4433,1.5765,47.41,0.04040890241275313
Rectangle,80,100,60,30,90,600,0,0,84,1.0243,1.3792,53.99,0.04024098111166683
Rectangle,100,80,60,30,90,600,0,0,84,1.0243,1.3792,53.99,0.04024098111166683
Rectangle,80,80,44,20,64,300,0,-75.0,58,0.6322,0.9843,68.62,0.040207993927725116
Cylinder,100,100,44,10,54,300,0,-75.0,48,0.6825,0.7376,72.37,0.0402075653852905
Cylinder,60,60,44,30,74,300,-75.0,0,68,0.564,1.4073,59.4,0.04013492165150933
Rectangle,60,60,44,30,74,300,-75.0,0,68,0.5399,1.4073,59.4,0.04013492165150933
Rectangle,80,100,60,30,90,450,0,-112.5,84,0.6117,1.5765,71.78,0.04012691102987626
Rectangle,100,80,60,30,90,450,0,-112.5,84,0.6117,1.5765,71.78,0.04012691102987626
Rectangle,100,80,44,20,64,450,0,0,58,0.9483,0.9844,51.03,0.04011311222965966
Rectangle,60,80,30,10,40,300,0,0,34,0.6188,0.8716,37.03,0.04008189257740478
Rectangle,80,100,30,30,60,600,0,0,54,0.673,1.3792,35.66,0.039873013105890795
Cylinder,80,80,44,10,54,300,0,75.0,48,0.5403,0.9843,57.35,0.03982359136387573
Cylinder,100,100,36,0,36,300,0,0,30,0.9597,0.4251,47.77,0.039807135334386526
Cylinder,80,80,44,20,64,300,75.0,0,58,0.6529,0.9843,67.93,0.039803021327014215
Cylinder,60,60,60,20,80,450,0,0,74,0.9206,1.4074,42.42,0.0397659952606635
Rectangle,60,60,60,20,80,450,0,0,74,0.8746,1.4074,42.42,0.0397659952606635
Rectangle,100,80,44,0,44,300,0,0,38,0.9329,0.5896,52.15,0.03975559786041135
Cylinder,100,100,30,30,60,450,-112.5,0,54,0.5119,1.2064,52.92,0.039691943127962086
Rectangle,60,80,60,10,70,300,-75.0,0,64,0.5106,1.4073,64.16,0.03968794483321542
Rectangle,80,60,60,10,70,300,-75.0,0,64,0.5106,1.4073,64.16,0.03968794483321542
Cylinder,100,100,22,20,42,600,0,0,36,0.5758,1.0502,27.69,0.03955089144662605
Cylinder,100,100,44,10,54,300,75.0,0,48,0.6825,0.7376,71.11,0.03950544146041776
Rectangle,80,100,60,30,90,450,112.5,0,84,0.6117,1.5765,70.56,0.039442490539132846
Rectangle,100,80,60,30,90,450,112.5,0,84,0.6117,1.5765,70.56,0.039442490539132846
Cylinder,80,80,26,20,46,300,0,-75.0,40,0.4503,0.9843,48.2,0.039295925200906655
Cylinder,80,80,60,20,80,450,0,112.5,74,0.5554,1.5765,55.71,0.0391689499407583
Rectangle,80,80,60,20,80,450,0,112.5,74,0.5425,1.5765,55.71,0.0391689499407583
Rectangle,60,80,36,30,66,300,-75.0,0,60,0.4809,1.4073,59.66,0.039139360800433086
Cylinder,100,100,26,10,36,300,-75.0,0,30,0.4266,0.7376,46.74,0.03895142180094787
Rectangle,80,80,36,10,46,300,0,75.0,40,0.4433,0.9843,47.41,0.03865199361219864
Rectangle,80,80,44,20,64,300,-75.0,0,58,0.6322,0.9843,65.84,0.03857653287914692
Rectangle,100,80,26,30,56,600,0,0,50,0.6245,1.3792,32.13,0.03848682506127452
Rectangle,100,80,36,20,56,450,0,0,50,0.8241,0.9844,42.79,0.03844542866062472
Rectangle,100,80,36,20,56,300,0,-75.0,50,0.5495,0.9843,64.08,0.038380377173889306
Cylinder,80,80,30,20,50,300,75.0,0,44,0.4953,0.9843,51.17,0.03837381516587677
Cylinder,60,60,22,30,52,450,0,0,46,0.5723,1.4074,26.58,0.03833621946773605
Cylinder,80,80,22,30,52,600,0,0,46,0.5825,1.3792,26.58,0.03833621946773605
Rectangle,60,80,22,20,42,450,0,0,36,0.4422,1.4074,24.78,0.038325923950204184
Cylinder,100,100,30,20,50,450,0,112.5,44,0.4171,1.2064,42.56,0.03829976303317535
Rectangle,60,60,30,30,60,300,75.0,0,54,0.4355,1.4073,45.89,0.03824381253291206
Rectangle,80,60,22,10,32,300,0,0,26,0.4781,0.8716,28.26,0.03823812551884415
Rectangle,80,100,60,10,70,450,0,0,64,1.0394,0.9844,52.84,0.03798060621904263
Rectangle,100,80,60,10,70,450,0,0,64,1.0394,0.9844,52.84,0.03798060621904263
Cylinder,60,60,26,30,56,300,75.0,0,50,0.4147,1.4073,42.42,0.037872376438727144
Rectangle,80,80,36,20,56,300,-75.0,0,50,0.5495,0.9843,56.44,0.037793034867975625
Rectangle,80,100,44,20,64,450,0,0,58,0.9483,0.9844,47.95,0.03769142279164615
Cylinder,60,60,44,30,74,300,75.0,0,68,0.564,1.4073,55.59,0.037559775415225656
Rectangle,60,60,44,30,74,300,75.0,0,68,0.5399,1.4073,55.59,0.037559775415225656
Rectangle,60,80,60,10,70,300,75.0,0,64,0.5106,1.4073,60.66,0.037525813027897134
Rectangle,80,60,60,10,70,300,75.0,0,64,0.5106,1.4073,60.66,0.037525813027897134
Cylinder,100,100,60,0,60,300,-75.0,0,54,0.7679,0.7376,74.61,0.03730252764612954
Rectangle,80,100,44,0,44,300,0,0,38,0.9329,0.5896,48.82,0.037211600875023426
Cylinder,60,60,36,20,56,300,0,0,50,0.9331,0.8716,41.49,0.0370436978108779
Rectangle,80,80,26,20,46,450,0,0,40,0.6649,0.9844,30.29,0.0370421646404286
Rectangle,80,60,26,30,56,450,0,0,50,0.6072,1.4074,31.87,0.03696695692567504
Cylinder,80,80,44,30,74,450,0,0,68,1.1481,0.9844,48.62,0.03695601703599334
Cylinder,100,100,30,30,60,450,112.5,0,54,0.5119,1.2064,49.11,0.0368335308056872
Rectangle,100,80,30,30,60,450,-112.5,0,54,0.4002,1.5765,43.92,0.036826238018065255
Rectangle,80,60,44,30,74,300,0,-75.0,68,0.5399,1.4073,62.91,0.036814676685149296
Rectangle,80,80,44,10,54,300,0,75.0,48,0.5285,0.9843,52.92,0.036751799192557486
Cylinder,100,100,60,0,60,300,0,-75.0,54,0.7679,0.7376,73.44,0.036719984202211696
Cylinder,80,80,36,30,66,450,0,0,60,1.013,0.9844,42.99,0.03663897565704438
Rectangle,60,80,44,30,74,300,0,-75.0,68,0.5399,1.4073,62.32,0.03646802247907445
Cylinder,100,100,60,30,90,450,-112.5,0,84,0.7963,1.2064,72.81,0.03640402843601896
Rectangle,80,80,44,20,64,300,75.0,0,58,0.6322,0.9843,62.09,0.03637811018957346
Cylinder,100,100,60,0,60,300,75.0,0,54,0.7679,0.7376,72.73,0.03636453396524487
Rectangle,60,80,36,30,66,300,75.0,0,60,0.4809,1.4073,55.41,0.036353871700104345
Rectangle,100,80,44,30,74,450,0,112.5,68,0.5003,1.5765,53.42,0.03631695040790875
Cylinder,60,60,60,20,80,300,0,-75.0,74,0.6138,1.4073,58.0,0.036248518957345974
Rectangle,60,60,60,20,80,300,0,-75.0,74,0.5831,1.4073,58.0,0.036248518957345974
Rectangle,80,100,36,20,56,450,0,0,50,0.8241,0.9844,40.28,0.03619228171097112
Cylinder,60,60,30,20,50,300,0,0,44,0.8211,0.8716,36.08,0.036078199052132706
Cylinder,100,100,60,30,90,600,0,0,84,1.3436,1.0502,53.99,0.03599262769878884
Rectangle,80,60,36,20,56,300,0,75.0,50,0.4049,1.4073,46.47,0.035928645041765114
Rectangle,60,80,30,30,60,450,0,0,54,0.6533,1.4074,33.16,0.035891998739980065
Cylinder,100,100,60,30,90,450,0,-112.5,84,0.7963,1.2064,71.78,0.03589060031595577
Rectangle,100,80,30,20,50,450,0,0,44,0.7291,0.9844,35.66,0.03588571179530172
Rectangle,60,80,36,30,66,300,0,-75.0,60,0.4809,1.4073,54.64,0.03584859693306797
Rectangle,80,80,30,30,60,450,0,112.5,54,0.4002,1.5765,38.11,0.03573015402843602
Rectangle,60,80,26,10,36,300,0,0,30,0.549,0.8716,29.48,0.035462083329223903
Rectangle,100,80,44,20,64,300,0,-75.0,58,0.6322,0.9843,67.59,0.0354249698560694
Cylinder,100,100,26,10,36,300,75.0,0,30,0.4266,0.7376,42.42,0.03534755134281201
Cylinder,100,100,60,30,90,450,112.5,0,84,0.7963,1.2064,70.56,0.03527843601895735
Cylinder,100,100,26,30,56,450,0,-112.5,50,0.474,1.2064,43.86,0.03524352572782668
Cylinder,100,100,44,20,64,450,0,0,58,1.237,0.7376,49.94,0.03511459567535545
Cylinder,80,80,36,10,46,300,0,0,40,1.013,0.5896,42.99,0.03504597671543375
Cylinder,80,80,60,10,70,300,0,-75.0,64,0.7205,0.9843,65.4,0.03503723764387271
Rectangle,80,80,60,10,70,300,0,-75.0,64,0.693,0.9843,65.4,0.03503723764387271
Rectangle,80,100,60,20,80,450,0,112.5,74,0.5425,1.5765,55.71,0.035033773869928765
Rectangle,100,80,60,20,80,450,0,112.5,74,0.5425,1.5765,55.71,0.035033773869928765
Rectangle,60,80,60,0,60,300,0,75.0,54,0.4355,1.4073,48.54,0.03502979269520389
Rectangle,80,60,60,0,60,300,0,75.0,54,0.4355,1.4073,48.54,0.03502979269520389
Rectangle,80,80,36,20,56,300,75.0,0,50,0.5495,0.9843,52.29,0.035016079891672304
Rectangle,60,80,44,10,54,300,0,0,48,0.8531,0.8716,43.38,0.03478910340446747
Cylinder,100,100,44,0,44,300,0,0,38,1.2157,0.4251,51.01,0.03477757432141318
Rectangle,80,60,44,10,54,300,0,0,48,0.8531,0.8716,43.31,0.03472576411743157
Cylinder,100,100,30,30,60,600,0,0,54,0.8638,1.0502,34.68,0.03467614533965245
Rectangle,100,80,36,30,66,450,0,112.5,60,0.4433,1.5765,45.3,0.03453212476023614
Rectangle,60,60,22,30,52,450,0,0,46,0.5607,1.4074,23.91,0.034491204885162226
Rectangle,80,80,22,30,52,600,0,0,46,0.5758,1.3792,23.91,0.034491204885162226
Rectangle,60,80,60,20,80,450,0,0,74,0.8746,1.4074,42.42,0.034438362102506184
Rectangle,80,60,60,20,80,450,0,0,74,0.8746,1.4074,42.42,0.034438362102506184
Rectangle,60,60,36,20,56,300,0,0,50,0.8852,0.8716,38.51,0.03438134732566012
Cylinder,80,80,60,10,70,300,-75.0,0,64,0.7205,0.9843,64.16,0.03437076844955992
Rectangle,80,80,60,10,70,300,-75.0,0,64,0.693,0.9843,64.16,0.03437076844955992
Cylinder,60,60,44,20,64,300,0,75.0,58,0.4811,1.4073,43.92,0.0343108214849921
Rectangle,60,60,44,20,64,300,0,75.0,58,0.4659,1.4073,43.92,0.0343108214849921
Rectangle,60,80,44,30,74,300,-75.0,0,68,0.5399,1.4073,58.23,0.034076108457157965
Rectangle,100,80,30,30,60,450,112.5,0,54,0.4002,1.5765,40.58,0.03402784133413853
Cylinder,100,100,60,10,70,450,0,0,64,1.3649,0.7376,52.84,0.03397088693297224
Rectangle,80,80,44,30,74,450,0,0,68,1.099,0.9844,44.51,0.03383381900858204
Rectangle,100,80,30,20,50,300,0,-75.0,44,0.4861,0.9843,50.39,0.03380595662665559
Rectangle,80,60,26,30,56,300,0,-75.0,50,0.4049,1.4073,43.52,0.03365352047260957
Rectangle,80,60,44,30,74,300,-75.0,0,68,0.5399,1.4073,57.44,0.03361390284905816
Cylinder,80,80,36,30,66,300,0,-75.0,60,0.6754,0.9843,58.43,0.03320003949447078
Rectangle,80,80,26,20,46,300,0,-75.0,40,0.4433,0.9843,40.52,0.033033690500721205
Rectangle,100,80,36,10,46,300,0,75.0,40,0.4433,0.9843,45.3,0.033030728031530225
Rectangle,80,100,44,20,64,300,-75.0,0,58,0.6322,0.9843,62.84,0.03293083671691874
Cylinder,80,80,22,20,42,450,0,0,36,0.6078,0.9844,24.57,0.032900304671631686
Cylinder,80,80,60,10,70,300,75.0,0,64,0.7205,0.9843,60.66,0.03249830737982397
Rectangle,80,80,60,10,70,300,75.0,0,64,0.693,0.9843,60.66,0.03249830737982397
Rectangle,80,100,44,30,74,450,0,112.5,68,0.5003,1.5765,47.69,0.03242345110354885
Cylinder,60,60,60,20,80,300,-75.0,0,74,0.6138,1.4073,51.72,0.03232375592417062
Rectangle,60,60,60,20,80,300,-75.0,0,74,0.5831,1.4073,51.72,0.03232375592417062
Rectangle,80,100,44,20,64,300,0,-75.0,58,0.6322,0.9843,61.49,0.032227097905872075
Cylinder,80,80,30,10,40,300,0,0,34,0.8611,0.5896,34.08,0.03195349526066351
Cylinder,80,80,44,30,74,300,0,-75.0,68,0.7655,0.9843,63.05,0.03195249455616754
Rectangle,100,80,26,20,46,450,0,0,40,0.6649,0.9844,29.19,0.03192202443151809
Cylinder,100,100,36,20,56,450,0,0,50,1.0664,0.7376,39.69,0.03189531144211239
Rectangle,60,60,30,20,50,300,0,0,44,0.7879,0.8716,31.83,0.03183254344391785
Rectangle,60,80,44,30,74,300,75.0,0,68,0.5399,1.4073,54.38,0.03182285611767143
Cylinder,60,60,36,30,66,300,0,75.0,60,0.4977,1.4073,41.96,0.03179005696778209
Cylinder,80,80,26,20,46,300,-75.0,0,40,0.4503,0.9843,38.92,0.03172972903358747
Rectangle,80,100,36,20,56,300,-75.0,0,50,0.5495,0.9843,52.84,0.031650505182535524
Rectangle,80,80,36,30,66,450,0,0,60,0.9789,0.9844,37.07,0.03158996660922017
Rectangle,60,80,30,30,60,300,-75.0,0,54,0.4355,1.4073,43.68,0.031523963157766885
Rectangle,80,80,44,30,74,300,0,-75.0,68,0.7328,0.9843,62.16,0.03150217753298322
Rectangle,60,80,60,20,80,300,0,-75.0,74,0.5831,1.4073,58.0,0.031392138266623425
Rectangle,80,60,60,20,80,300,0,-75.0,74,0.5831,1.4073,58.0,0.031392138266623425
Rectangle,80,60,44,30,74,300,75.0,0,68,0.5399,1.4073,53.61,0.03137220564977412
Rectangle,80,100,60,10,70,300,0,-75.0,64,0.693,0.9843,65.4,0.03133825804620558
Rectangle,100,80,60,10,70,300,0,-75.0,64,0.693,0.9843,65.4,0.03133825804620558
Cylinder,60,60,26,20,46,300,0,0,40,0.7465,0.8716,28.83,0.031338003983790094
Cylinder,100,100,60,20,80,450,0,112.5,74,0.7015,1.2064,55.71,0.03133515995260664
Cylinder,100,100,44,30,74,450,0,112.5,68,0.6446,1.2064,51.38,0.03124599718201614
Rectangle,80,100,26,30,56,600,0,0,50,0.6245,1.3792,26.07,0.031224713632994696
Rectangle,100,80,30,30,60,450,0,112.5,54,0.4002,1.5765,37.2,0.031196327529691974
Rectangle,60,80,36,20,56,300,0,75.0,50,0.4049,1.4073,40.15,0.031042471470424344
Cylinder,80,80,44,10,54,300,0,0,48,1.2157,0.5896,44.29,0.030759061786905392
Rectangle,80,100,60,10,70,300,-75.0,0,64,0.693,0.9843,64.16,0.03074214987684841
Rectangle,100,80,60,10,70,300,-75.0,0,64,0.693,0.9843,64.16,0.03074214987684841
Rectangle,80,80,30,20,50,300,-75.0,0,44,0.4861,0.9843,40.98,0.030731635071090047
Rectangle,80,100,44,20,64,300,75.0,0,58,0.6322,0.9843,58.43,0.030622987380692187
Rectangle,100,80,44,10,54,300,0,75.0,48,0.5285,0.9843,49.29,0.03061493808056584
Rectangle,80,80,22,20,42,450,0,0,36,0.6002,0.9844,22.79,0.030520057549085985
Rectangle,80,100,36,20,56,300,0,-75.0,50,0.5495,0.9843,50.69,0.03036130299087022
Cylinder,80,80,60,0,60,300,0,75.0,54,0.6079,0.9843,48.54,0.03033669036334913
Rectangle,80,80,60,0,60,300,0,75.0,54,0.5911,0.9843,48.54,0.03033669036334913
Rectangle,80,80,36,30,66,300,0,-75.0,60,0.6526,0.9843,53.32,0.030294054286945284
Rectangle,80,100,30,20,50,450,0,0,44,0.7291,0.9844,30.04,0.03022268418640859
Rectangle,80,80,36,10,46,300,0,0,40,0.9789,0.5896,37.07,0.030216489800123637
Cylinder,80,80,44,30,74,300,-75.0,0,68,0.7655,0.9843,59.4,0.030101191238631995
Cylinder,80,80,26,10,36,300,0,0,30,0.7598,0.5896,28.83,0.030032253817798844
Rectangle,80,60,36,30,66,300,-75.0,0,60,0.4809,1.4073,45.58,0.02990190159794755
Cylinder,100,100,44,20,64,300,0,-75.0,58,0.8247,0.7376,63.72,0.029870779028436018
Cylinder,60,60,30,30,60,300,0,75.0,54,0.4479,1.4073,35.82,0.029851237493417587
Cylinder,80,80,36,30,66,300,-75.0,0,60,0.6754,0.9843,52.51,0.029834033462587964
Cylinder,80,80,60,20,80,450,0,0,74,1.2494,0.9844,42.42,0.02982449644549763
Rectangle,80,80,60,20,80,450,0,0,74,1.1869,0.9844,42.42,0.02982449644549763
Rectangle,60,80,22,10,32,300,0,0,26,0.4781,0.8716,22.02,0.02979420681587088
Cylinder,60,60,60,20,80,300,75.0,0,74,0.6138,1.4073,47.63,0.029768957345971563
Rectangle,60,60,60,20,80,300,75.0,0,74,0.5831,1.4073,47.63,0.029768957345971563
Cylinder,100,100,36,20,56,300,0,-75.0,50,0.711,0.7376,55.45,0.029705484089370342
Cylinder,60,60,60,0,60,300,0,0,54,1.0077,0.8716,35.49,0.029571484992101105
Rectangle,60,60,60,0,60,300,0,0,54,0.9482,0.8716,35.49,0.029571484992101105
Rectangle,80,100,36,30,66,450,0,112.5,60,0.4433,1.5765,38.59,0.029414024316260425
Cylinder,100,100,26,30,56,600,0,0,50,0.7998,1.0502,27.39,0.029345802301963434
Rectangle,60,80,44,20,64,300,0,75.0,58,0.4659,1.4073,43.09,0.029152896534632405
Rectangle,60,60,36,30,66,300,0,75.0,60,0.4809,1.4073,38.43,0.029112212169084207
Rectangle,80,100,36,20,56,300,75.0,0,50,0.5495,0.9843,48.6,0.02910758342833331
Rectangle,80,100,60,10,70,300,75.0,0,64,0.693,0.9843,60.66,0.029067369781987786
Rectangle,100,80,60,10,70,300,75.0,0,64,0.693,0.9843,60.66,0.029067369781987786
Cylinder,80,80,30,30,60,450,0,0,54,0.9117,0.9844,31.0,0.02906546208530806
Rectangle,60,60,26,30,56,300,-75.0,0,50,0.4049,1.4073,32.54,0.02905664635522455
Cylinder,80,80,60,30,90,450,0,112.5,84,0.6304,1.5765,46.31,0.02894204186413902
Rectangle,80,80,60,30,90,450,0,112.5,84,0.6117,1.5765,46.31,0.02894204186413902
Rectangle,80,60,44,20,64,300,0,75.0,58,0.4659,1.4073,42.61,0.02883224139401317
Rectangle,60,80,26,30,56,450,0,0,50,0.6072,1.4074,24.68,0.028629923269574843
Rectangle,60,80,30,30,60,300,75.0,0,54,0.4355,1.4073,39.65,0.028616689882819128
Rectangle,80,80,44,10,54,300,0,0,48,1.1578,0.5896,41.11,0.028551211163770407
Cylinder,100,100,44,20,64,300,-75.0,0,58,0.8247,0.7376,60.82,0.02851007109004739
Cylinder,80,80,26,20,46,300,75.0,0,40,0.4503,0.9843,34.87,0.028429579641458893
Rectangle,80,80,30,10,40,300,0,0,34,0.8398,0.5896,30.29,0.02839899289099526
Cylinder,80,80,44,30,74,300,75.0,0,68,0.7655,0.9843,55.59,0.02816983156141924
